5_Resource uncertainty,10_Region,11_Basin name,38_Well count (total producer),52_Well spacing (average) (ac),70_Production rate (peak oil equivalent) (BOEPD),72_Onshore or offshore,75_Temperature (original) (deg. F),76_Pressure_Temp_depth (ft TVDSS),77_Pressure (original) (psi),82_Drive mechanism (main),117_Reservoir top subsea depth (ft TVDSS),149_Reservoir period,170_Gross reservoir thickness (average) (ft),176_Net/gross ratio (average),204_Porosity (matrix average) (%),218_API gravity (average) (deg. API),293_Original in-place oil equivalent (MMBOE),225_Viscosity (oil average) (cp),252_GOR (initial average) (SCF/STB),307_Recovery factor (ultimate oil) (%)
1P ,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,237.0,30.0,69000.0,ONSHORE,163.0,5900.0,2700.0,AQUIFER DRIVE,5365.0,PALEOGENE,1000.0,0.4,30.7,29.2,935.0,1.14,385.0,67.0
1P ,EUROPE,NORTH SEA CENTRAL,28.0,80.0,165000.0,OFFSHORE,285.0,10500.0,5700.0,AQUIFER DRIVE,9900.0,JURASSIC,200.0,0.94,23.0,40.0,822.0,0.42,614.0,69.0
1P ,ASIA-PACIFIC,NORTH JIANGSU,45.0,27.0,3197.0,ONSHORE,150.8,8395.67,3683.96,AQUIFER DRIVE,6161.42,PALEOGENE,200.0,0.46,16.7,40.31,47.73,2.57,136.0,35.2
1P ,ASIA-PACIFIC,SONGLIAO,3496.0,2.5,26640.0,ONSHORE,92.0,824.0,638.0,GAS DRIVE,430.0,CRETACEOUS,260.0,0.5,25.0,31.5,967.0,22.5,80.0,33.5
1P ,FORMER SOVIET UNION,CASPIAN SOUTH,22.0,0.0,6500.0,ONSHORE,183.0,9350.0,5771.0,AQUIFER DRIVE,8120.0,NEOGENE,1800.0,0.27,20.0,26.0,128.0,1.2,720.0,36.0
1P ,ASIA-PACIFIC,CAMBAY,305.0,106.26,5000.0,ONSHORE,277.5,6000.0,4473.11,GAS DRIVE,8858.27,PALEOGENE,590.55,0.44,20.0,99.0,293.8,0.25,400.0,37.34
1P ,ASIA-PACIFIC,BOHAI,456.0,10.0,25038.0,ONSHORE,153.0,5220.0,2260.0,AQUIFER DRIVE,3379.0,NEOGENE,2900.0,0.29,32.0,25.0,397.0,6.55,292.0,53.9
1P ,EUROPE,NORTH SEA CENTRAL,5.0,0.0,13874.37,OFFSHORE,200.29711379747263,6000.0,4582.6452312876045,AQUIFER DRIVE,8118.0,PALEOGENE,200.0,0.6,20.0,43.0,200.0,0.7,500.0,23.0
1P ,EUROPE,NORTH SEA CENTRAL,8.0,0.0,34505.0,OFFSHORE,171.70900823540333,6000.0,3242.635565255619,AQUIFER DRIVE,5795.0,PALEOGENE,600.0,0.8,28.0,38.0,208.0,0.7,500.0,53.0
1P ,EUROPE,NORTH SEA CENTRAL,1.0,0.0,13253.0,OFFSHORE,169.0,5862.0,2640.0,AQUIFER DRIVE,5550.0,PALEOGENE,500.0,0.73,28.0,20.0,190.0,17.0,114.0,18.32
1P ,EUROPE,NORTH SEA CENTRAL,1.0,0.0,10228.14,OFFSHORE,177.92381379237492,6000.0,3533.9420143930074,AQUIFER DRIVE,6300.0,PALEOGENE,420.0,0.7,29.0,35.0,40.0,0.8,500.0,57.5
1P ,EUROPE,NORTH SEA CENTRAL,11.0,0.0,37534.88,OFFSHORE,187.95364850313103,6000.0,3300.0,AQUIFER DRIVE,7115.0,PALEOGENE,170.0,0.7,30.0,38.0,254.18,0.7,500.0,43.0
1P ,NORTH AMERICA,WESTERN CANADA,200.0,320.0,5000.0,ONSHORE,142.0,3115.0,3384.0,GAS DRIVE,2200.0,CRETACEOUS,300.0,0.07,12.0,39.0,171.5,0.59,612.0,12.5
1P ,NORTH AMERICA,WESTERN CANADA,200.0,320.0,4145.0,ONSHORE,142.0,3115.0,3384.0,GAS DRIVE,2200.0,CRETACEOUS,300.0,0.14,12.0,39.0,343.0,0.59,612.0,12.5
1P ,ASIA-PACIFIC,QAIDAM,213.0,30.0,15939.0,ONSHORE,259.0,2034.0,8575.0,GAS DRIVE,813.65,PALEOGENE,754.59,0.2,13.9,38.0,292.0,1.76,337.0,48.5
1P ,ASIA-PACIFIC,QAIDAM,201.0,30.0,11576.0,ONSHORE,153.0,-3707.0,2787.0,GAS DRIVE,-5610.0,NEOGENE,3927.17,0.6,13.8,32.0,335.0,6.8,233.0,28.6
1P ,ASIA-PACIFIC,QAIDAM,22.0,0.0,1435.0,ONSHORE,104.2322183960465,6000.0,2981.0,GAS DRIVE,2000.0,NEOGENE,200.0,0.6,14.5,36.8,55.0,1.61,211.0,20.0
1P ,NORTH AMERICA,GULF OF MEXICO NORTHERN OFFSHORE,22.0,0.0,50393.0,OFFSHORE,150.0,6000.0,8200.0,AQUIFER DRIVE,11200.0,NEOGENE,350.0,0.68,32.0,28.0,318.0,0.75,1920.0,33.0
1P ,ASIA-PACIFIC,COOPER,22.0,80.0,4500.0,ONSHORE,222.0,5882.0,2650.0,AQUIFER DRIVE,5830.0,JURASSIC,560.0,0.6,18.0,48.0,13.1,0.65,146.0,44.0
1P ,AFRICA,LOWER CONGO,18.0,312.0,211682.0,OFFSHORE,150.0,6000.0,3843.0,AQUIFER DRIVE,7900.0,PALEOGENE,790.0,0.44,27.0,32.0,1550.0,1.1,680.0,47.0
1P ,NORTH AMERICA,CHEROKEE,22.0,10.0,56000.0,ONSHORE,95.0,770.0,600.0,GAS DRIVE,650.0,CARBONIFEROUS,110.0,0.75,21.0,37.0,1570.0,5.0,350.0,25.5
1P ,ASIA-PACIFIC,PAPUAN FTB,5.0,86.0,18000.0,ONSHORE,192.6547489442462,6000.0,2190.0,GAS DRIVE,2920.0,JURASSIC,180.0,0.6,16.0,45.0,1000.0,0.7,500.0,44.0
1P ,ASIA-PACIFIC,PAPUAN FTB,8.0,139.0,19600.0,ONSHORE,194.6730224320548,6000.0,2360.0,GAS DRIVE,3084.0,JURASSIC,170.0,0.6,19.0,45.0,1000.0,0.7,500.0,44.0
1P ,FORMER SOVIET UNION,CASPIAN SOUTH,1400.0,40.0,188600.0,ONSHORE,109.0,5483.5,3380.0,AQUIFER DRIVE,5250.0,NEOGENE,7500.0,0.27,23.0,33.0,3500.0,1.3,850.0,48.0
1P ,EUROPE,NORTH SEA NORTHERN,21.0,0.0,243000.0,OFFSHORE,168.0,6000.0,2553.0,AQUIFER DRIVE,5512.0,PALEOGENE,180.0,0.97,33.0,19.0,1315.0,11.0,81.0,55.6
1P ,AFRICA,MELUT,22.0,0.0,191200.0,ONSHORE,183.0,6000.0,1900.0,AQUIFER DRIVE,2461.0,PALEOGENE,1300.0,0.6,29.0,24.0,2900.0,184.0,58.0,20.7
1P ,MIDDLE EAST,THE GULF,879.0,200.0,2408469.0,ONSHORE,136.0,4000.0,2100.0,AQUIFER DRIVE,3245.0,CRETACEOUS,1350.0,0.8,24.0,32.0,190000.0,1.2,700.0,45.8
1P ,AFRICA,MUGLAD,22.0,22.0,35225.0,ONSHORE,147.0,2285.105,1550.0,AQUIFER DRIVE,1876.64,CRETACEOUS,2700.0,0.6,28.0,17.0,503.0,497.0,14.0,19.0
1P ,MIDDLE EAST,MESOPOTAMIAN,436.0,0.0,1495000.0,ONSHORE,210.0,10550.0,5186.0,AQUIFER DRIVE,9646.0,CRETACEOUS,402.0,0.7,20.0,34.0,40000.0,5.5,640.0,54.4
1P ,NORTH AMERICA,GULF OF MEXICO NORTHERN OFFSHORE,7.0,0.0,5000.0,OFFSHORE,174.0,6000.0,7910.0,COMPACTION,9480.0,NEOGENE,102.0,0.45,31.0,26.0,1000.0,0.75,1323.0,42.0
1P ,ASIA-PACIFIC,CARNARVON,2.0,0.0,5000.0,OFFSHORE,265.0,6000.0,3892.0,AQUIFER DRIVE,8530.0,CRETACEOUS,115.0,0.4,15.0,55.0,1000.0,0.3,460.0,30.0
1P ,ASIA-PACIFIC,CARNARVON,8.0,250.0,66764.0,OFFSHORE,265.0,6000.0,3892.0,AQUIFER DRIVE,8530.0,CRETACEOUS,427.0,0.9,17.0,55.0,250.0,0.3,670.0,71.2
1P ,EUROPE,NORTH SEA NORTHERN,20.0,0.0,5000.0,OFFSHORE,139.0,5541.0,2450.0,AQUIFER DRIVE,5200.0,PALEOGENE,400.0,0.9,32.0,21.5,1000.0,5.9,274.0,46.0
1P ,LATIN AMERICA,BARINAS-APURE,119.0,22.0,72244.0,ONSHORE,194.0,6855.0,3130.0,AQUIFER DRIVE,6676.0,PALEOGENE,450.0,0.6,27.0,29.0,1200.0,5.3,9.0,52.0
1P ,LATIN AMERICA,BARINAS-APURE,84.0,22.0,41835.0,ONSHORE,185.0,6855.0,3130.0,AQUIFER DRIVE,6676.0,PALEOGENE,200.0,0.6,26.0,30.0,372.0,4.5,9.0,52.4
1P ,LATIN AMERICA,UPPER MAGDALENA,70.0,10.0,31400.0,ONSHORE,105.0,-1030.0,300.0,AQUIFER DRIVE,-2200.0,CRETACEOUS,690.0,0.86,17.0,29.0,350.0,0.7,500.0,34.0
1P ,ASIA-PACIFIC,JIANGHAN,38.0,22.0,2179.0,ONSHORE,218.0,6000.0,4122.0,AQUIFER DRIVE,5905.51,PALEOGENE,1968.5,0.06,16.8,31.9,38.7,3.2,222.0,51.4
1P ,ASIA-PACIFIC,JIANGHAN,114.0,25.0,4243.0,ONSHORE,192.0,6000.0,4614.0,GAS DRIVE,6561.68,PALEOGENE,131.23,0.11,14.2,34.5,101.0,2.7,212.0,48.9
1P ,ASIA-PACIFIC,BOHAI,182.0,36.0,22300.0,ONSHORE,208.0,8570.0,3800.0,AQUIFER DRIVE,8070.0,PALEOGENE,300.0,0.2,24.0,28.0,317.0,7.0,137.0,40.0
1P ,ASIA-PACIFIC,BOHAI,2240.0,9.0,85180.0,ONSHORE,145.0,4062.0,1813.0,AQUIFER DRIVE,3674.0,NEOGENE,790.0,0.46,33.0,16.2,2612.0,65.0,174.0,36.3
1P ,EUROPE,NORTH SEA NORTHERN,162.0,90.0,532197.0,OFFSHORE,162.0,6070.0,4498.0,GAS DRIVE,5643.0,JURASSIC,980.0,0.6,30.0,39.0,2595.0,0.7,810.0,66.2
1P ,EUROPE,NORTH SEA NORTHERN,22.0,90.0,5000.0,OFFSHORE,169.0,6032.0,4600.0,GAS DRIVE,5840.0,JURASSIC,460.0,0.6,25.0,39.0,1000.0,0.7,645.0,60.0
1P ,EUROPE,NORTH SEA NORTHERN,22.0,90.0,5000.0,OFFSHORE,176.0,6443.5,4715.0,GAS DRIVE,6119.0,JURASSIC/TRIASSIC,630.0,0.6,26.0,39.0,1000.0,0.7,915.0,60.0
1P ,ASIA-PACIFIC,MALAY,95.0,200.0,88060.0,OFFSHORE,212.0,4888.0,2205.0,AQUIFER DRIVE,4200.0,NEOGENE,3940.0,0.6,20.0,48.0,1258.0,0.25,220.0,46.0
1P ,EUROPE,NORTH SEA CENTRAL,31.0,240.0,70934.0,OFFSHORE,320.0,13359.0,8768.0,GAS DRIVE,11975.0,JURASSIC,310.0,0.6,17.0,41.0,540.0,0.7,1100.0,45.0
1P ,ASIA-PACIFIC,GIPPSLAND,46.0,450.0,210000.0,OFFSHORE,220.0,7700.0,3415.0,AQUIFER DRIVE,7415.0,PALEOGENE,505.0,0.61,20.0,43.0,1460.0,3.02,90.0,70.1
1P ,ASIA-PACIFIC,KUTAI,354.0,22.0,208170.0,OFFSHORE,293.0,11483.0,5022.0,AQUIFER DRIVE,690.0,NEOGENE,12500.0,0.6,18.0,33.5,2250.0,2.6,420.0,51.2
1P ,EUROPE,NORTH SEA NORTHERN,15.0,48.0,86174.0,OFFSHORE,140.0,5735.0,2580.0,GAS DRIVE,4800.0,PALEOGENE,200.0,0.99,35.0,20.0,1000.0,10.0,238.0,44.0
1P ,ASIA-PACIFIC,CARNARVON,18.0,160.0,15000.0,OFFSHORE,199.0,6209.0,2793.0,AQUIFER DRIVE,6167.98,CRETACEOUS,869.0,0.92,22.0,38.0,115.0,2.21,540.0,48.0
1P ,NORTH AMERICA,POWDER RIVER,211.0,160.0,27995.0,ONSHORE,194.0,4300.0,5000.0,GAS DRIVE,4100.0,CRETACEOUS,40.0,0.6,12.0,36.0,353.0,1.02,292.0,36.2
1P ,AFRICA,BERKINE (GHADAMES),24.0,0.0,135000.0,ONSHORE,197.0,9474.0,5050.0,GAS DRIVE,9842.0,TRIASSIC,148.0,0.44,17.0,42.0,1000.0,0.7,1130.0,50.0
1P ,AFRICA,OUED MYA-GHADAMES,1070.0,0.0,586936.0,ONSHORE,258.0,10500.0,6870.0,GAS DRIVE,10138.0,CAMBRIAN,300.0,0.9,8.0,46.0,41000.0,0.21,1150.0,24.4
1P ,NORTH AMERICA,POWDER RIVER,11.0,40.0,1889.0,ONSHORE,265.0,6700.0,4472.0,GAS DRIVE,6480.0,PERMIAN,140.0,0.45,13.0,36.0,10.0,0.7,163.0,47.7
1P ,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,678.0,20.0,112000.0,ONSHORE,168.0,4112.5,1985.0,GAS DRIVE,3270.0,CRETACEOUS,560.0,0.54,27.0,24.0,1572.0,3.7,370.0,63.0
1P ,MIDDLE EAST,RUB AL KHALI,150.0,250.0,200000.0,ONSHORE,173.0,6000.0,3656.233038585337,AQUIFER DRIVE,4000.0,PERMIAN,200.0,0.75,20.0,49.5,1000.0,0.7,500.0,44.0
1P ,EUROPE,NORTH SEA NORTHERN,58.0,90.0,33426.0,OFFSHORE,234.5,10250.0,4950.0,GAS DRIVE,9450.0,JURASSIC,224.0,0.48,14.5,34.5,488.0,0.53,800.0,30.0
1P ,EUROPE,MID-NORWAY SHELF,47.0,0.0,5000.0,OFFSHORE,185.0,7792.0,3640.0,GAS DRIVE,7349.0,JURASSIC/TRIASSIC,673.0,0.5,27.0,23.5,1074.0,2.3,438.0,27.3
1P ,EUROPE,MID-NORWAY SHELF,89.0,0.0,263060.0,OFFSHORE,185.0,7792.0,3640.0,GAS DRIVE,6824.0,JURASSIC/TRIASSIC,1280.0,0.66,27.0,25.5,3239.0,1.65,510.0,42.0
1P ,EUROPE,MID-NORWAY SHELF,47.0,0.0,5000.0,OFFSHORE,185.0,7792.0,3640.0,GAS DRIVE,6824.0,JURASSIC,230.0,0.9,28.0,29.0,1091.0,0.8,620.0,65.0
1P ,EUROPE,MID-NORWAY SHELF,47.0,0.0,5000.0,OFFSHORE,185.0,7792.0,3640.0,GAS DRIVE,6890.0,JURASSIC,394.0,0.82,25.0,24.5,1073.0,1.85,475.0,32.0
1P ,NORTH AMERICA,JEANNE D ARC,6.0,0.0,17429.0,OFFSHORE,151.0,7671.0,3882.0,AQUIFER DRIVE,7185.0,CRETACEOUS,1180.0,0.3,20.0,31.8,1539.0,1.3,540.0,8.0
1P ,NORTH AMERICA,JEANNE D ARC,28.0,0.0,197408.0,OFFSHORE,203.0,12362.0,5729.0,GAS DRIVE,11155.0,CRETACEOUS,650.0,0.5,16.0,34.6,2029.0,0.55,1350.0,54.0
1P ,NORTH AMERICA,POWDER RIVER,355.0,160.0,38600.0,ONSHORE,203.91523822073924,6000.0,4010.0,GAS DRIVE,3500.0,CRETACEOUS,200.0,0.6,15.0,42.0,300.0,0.7,1250.0,28.0
1P ,NORTH AMERICA,GULF OF MEXICO NORTHERN OFFSHORE,6.0,300.0,43684.0,OFFSHORE,140.0,12700.0,6873.0,AQUIFER DRIVE,12700.0,NEOGENE,87.0,0.8,34.0,29.0,140.7,5.23,1080.0,44.0
1P ,NORTH AMERICA,POWDER RIVER,206.0,160.0,5238.0,ONSHORE,203.91523822073924,6000.0,3241.0,GAS DRIVE,3075.0,CRETACEOUS,40.0,0.4,13.0,36.0,159.0,0.7,839.0,28.3
1P ,ASIA-PACIFIC,JIANGHAN,56.0,22.0,1922.0,ONSHORE,193.0,6000.0,3832.0,AQUIFER DRIVE,4921.26,PALEOGENE,1574.8,0.6,18.0,31.5,29.2,3.5,204.0,35.4
1P ,NORTH AMERICA,LOS ANGELES,22.0,0.0,5000.0,ONSHORE-OFFSHORE,141.0,2650.0,1214.0,AQUIFER DRIVE,2200.0,NEOGENE,700.0,0.54,28.0,21.5,1000.0,89.0,124.0,35.0
1P ,NORTH AMERICA,LOS ANGELES,22.0,0.0,5000.0,ONSHORE-OFFSHORE,146.23445872464853,6000.0,1800.0,AQUIFER DRIVE,3500.0,NEOGENE,800.0,1.0,27.0,20.5,1000.0,0.8,500.0,38.0
1P ,NORTH AMERICA,LOS ANGELES,22.0,0.0,5000.0,ONSHORE-OFFSHORE,125.0,2500.0,1140.0,AQUIFER DRIVE,1600.0,NEOGENE,660.0,0.26,38.0,17.5,1000.0,240.0,500.0,11.0
1P ,NORTH AMERICA,LOS ANGELES,2216.0,0.0,92639.0,ONSHORE-OFFSHORE,125.0,2500.0,1140.0,AQUIFER DRIVE,1600.0,NEOGENE,2160.0,0.62,27.0,19.83,1000.0,109.93,500.0,44.0
1P ,ASIA-PACIFIC,JUNGGAR,92.0,30.0,3879.0,ONSHORE,130.0,2526.25,2068.0,GAS DRIVE,2526.25,PERMIAN,200.0,0.6,13.0,27.0,86.78,8.9,281.0,25.0
1P ,ASIA-PACIFIC,PAPUAN FTB,44.0,220.0,113208.0,ONSHORE,140.0,6000.0,2115.0,GAS DRIVE,1804.0,CRETACEOUS,328.0,0.91,13.0,43.0,1000.0,0.3,1000.0,44.0
1P ,NORTH AMERICA,LOS ANGELES,989.0,2.0,50333.0,ONSHORE,100.0,1300.0,570.0,GAS DRIVE,550.0,NEOGENE,1200.0,0.45,32.0,18.7,1000.0,25.3,140.0,43.0
1P ,EUROPE,NORTH SEA CENTRAL,5.0,160.0,26577.0,OFFSHORE,175.0,7700.0,3510.0,AQUIFER DRIVE,7590.0,JURASSIC,285.0,0.98,23.0,30.0,107.0,1.27,360.0,68.0
1P ,EUROPE,PANNONIAN,22.0,22.0,7550.0,ONSHORE,208.0,5151.0,2719.0,GAS DRIVE,4890.0,NEOGENE,574.0,0.6,23.0,33.4,165.0,0.8,350.0,47.0
1P ,ASIA-PACIFIC,BROWSE,23.0,240.0,53200.0,OFFSHORE,162.0,5249.0,2363.0,AQUIFER DRIVE,5050.0,JURASSIC,560.0,0.95,20.0,42.0,169.0,0.7,450.0,44.0
1P ,ASIA-PACIFIC,EROMANGA,44.0,50.0,18000.0,ONSHORE,210.0,4300.0,2215.0,AQUIFER DRIVE,4280.0,JURASSIC,200.0,0.9,20.5,39.0,90.0,1.49,6.0,44.0
1P ,ASIA-PACIFIC,EROMANGA,44.0,50.0,3500.0,ONSHORE,155.9197101569983,6000.0,2502.5441311105324,AQUIFER DRIVE,3950.0,JURASSIC,320.0,0.15,13.4,41.0,14.6,1.5,11.0,20.6
1P ,NORTH AMERICA,PERMIAN,575.0,40.0,15726.0,ONSHORE,145.0,4015.0,2700.0,GAS DRIVE,3700.0,PERMIAN,150.0,0.6,12.0,49.0,1000.0,0.17,2650.0,15.0
1P ,ASIA-PACIFIC,BOHAI,63.0,15.0,5297.0,ONSHORE,221.0,10400.0,4569.0,GAS DRIVE,10070.0,PALEOGENE,1180.0,0.25,17.0,27.5,51.6,1.9,386.0,48.2
1P ,NORTH AMERICA,WESTERN CANADA,22.0,40.0,11693.0,ONSHORE,124.0,2021.0,1140.0,GAS DRIVE,2000.0,CRETACEOUS,115.0,0.09,13.2,40.0,89.0,1.0,376.0,49.0
1P ,NORTH AMERICA,GULF OF MEXICO NORTHERN OFFSHORE,32.0,20.0,10725.0,OFFSHORE,122.0,8777.0,5545.0,GAS DRIVE,5600.0,NEOGENE,3700.0,0.1,31.0,34.0,174.0,0.7,1153.0,21.7
1P ,EUROPE,NORTH SEA NORTHERN,21.0,123.0,123486.0,OFFSHORE,180.0,6824.0,2915.0,AQUIFER DRIVE,6643.7,PALEOGENE,196.85,0.6,28.0,36.0,1000.0,0.7,350.0,44.0
1P ,LATIN AMERICA,CAMPOS,15.0,0.0,36000.0,OFFSHORE,334.0,9285.0,4123.0,GAS DRIVE,9120.0,CRETACEOUS,1150.0,0.73,28.0,17.0,3000.0,14.0,258.0,20.0
2P ,AFRICA,TANO,10.0,0.0,85906.23,OFFSHORE,210.2,6000.0,5259.07,GRAVITY DRAINAGE,2000.0,CRETACEOUS,820.21,0.55,21.0,36.95,2771.29,0.23,1431.72,37.2
1P ,EUROPE,NORTH SEA CENTRAL,10.0,121.0,57427.0,OFFSHORE,315.0,11400.0,9070.0,GAS DRIVE,10947.0,TRIASSIC,200.0,0.61,20.3,42.0,471.0,0.7,3750.0,27.0
1P ,AFRICA,GULF OF SUEZ,22.0,0.0,5000.0,OFFSHORE,220.0,8600.0,4608.02638725205,AQUIFER DRIVE,8000.0,NEOGENE,200.0,0.6,18.5,33.0,1000.0,0.65,544.0,54.0
1P ,AFRICA,GULF OF SUEZ,22.0,0.0,5000.0,OFFSHORE,280.0,10000.0,5473.293067858153,AQUIFER DRIVE,9500.0,PALEOZOIC,200.0,0.6,14.0,31.5,1000.0,0.65,496.0,44.0
2P ,LATIN AMERICA,EASTERN VENEZUELA,750.0,0.0,320000.0,ONSHORE,108.0,1390.0,578.0,GAS DRIVE,1000.0,NEOGENE,700.0,0.5,32.0,9.0,557000.0,2500.0,65.0,44.0
1P ,NORTH AMERICA,GULF OF MEXICO NORTHERN OFFSHORE,8.0,0.0,29815.0,OFFSHORE,225.0,28290.0,15794.0,GAS DRIVE,22800.0,NEOGENE,200.0,0.6,22.0,28.0,454.0,4.5,567.0,22.0
1P ,FORMER SOVIET UNION,USTYURT NORTH,2500.0,0.0,118000.0,ONSHORE,100.0,6000.0,1200.0,AQUIFER DRIVE,2380.0,JURASSIC,200.0,0.5,28.0,24.0,3486.0,19.0,100.0,33.0
1P ,ASIA-PACIFIC,CAMBAY,22.0,120.0,11719.0,ONSHORE,185.0,6000.0,3371.0,GAS DRIVE,4100.0,PALEOGENE,740.0,0.6,24.0,37.0,1165.0,0.8,400.0,21.0
1P ,FORMER SOVIET UNION,USTYURT NORTH,22.0,0.0,5000.0,ONSHORE,99.0,6000.0,840.0,AQUIFER DRIVE,1160.0,JURASSIC,154.0,0.6,28.0,18.5,500.0,250.0,40.0,40.0
1P ,FORMER SOVIET UNION,USTYURT NORTH,1138.0,0.0,5000.0,ONSHORE,75.0,6000.0,450.0,AQUIFER DRIVE,902.0,CRETACEOUS,135.0,0.65,28.0,18.5,1170.0,250.0,40.0,41.0
1P ,ASIA-PACIFIC,JUNGGAR,22.0,2.0,5000.0,ONSHORE,154.0,-340.0,304.0,GAS DRIVE,-510.0,JURASSIC,330.0,0.64,29.0,20.3,545.0,10000.0,28.0,44.0
1P ,FORMER SOVIET UNION,CASPIAN NORTH,22.0,0.0,5000.0,ONSHORE,68.0,164.0,406.0,AQUIFER DRIVE,98.0,JURASSIC,394.0,0.6,30.0,24.0,592.0,219.0,200.0,30.0
1P ,NORTH AMERICA,SAN JOAQUIN,2271.0,2.5,12425.0,ONSHORE,104.0,6000.0,570.0,AQUIFER DRIVE,550.0,NEOGENE,700.0,0.45,36.5,14.0,665.0,4150.0,60.0,35.0
1P ,NORTH AMERICA,SAN JOAQUIN,15713.0,1.5,141592.0,ONSHORE,90.0,6000.0,79.7974254134433,GRAVITY DRAINAGE,-1000.0,NEOGENE,800.0,0.76,31.0,13.0,4000.0,4000.0,5.0,66.0
1P ,ASIA-PACIFIC,NATUNA WEST,14.0,0.0,35610.0,OFFSHORE,167.0,3250.0,1503.0,AQUIFER DRIVE,2650.0,PALEOGENE,1500.0,0.6,21.0,51.0,241.0,0.39,711.0,23.0
1P ,ASIA-PACIFIC,NATUNA WEST,5.0,0.0,21069.0,OFFSHORE,217.0,5700.0,2506.0,AQUIFER DRIVE,2900.0,NEOGENE/PALEOGENE,5800.0,0.24,23.0,46.0,42.5,0.48,550.0,62.0
1P ,MIDDLE EAST,THE GULF,180.0,32.0,511592.0,OFFSHORE,159.9193374956434,6000.0,2690.018578575188,AQUIFER DRIVE,4600.0,CRETACEOUS,650.0,0.6,25.0,28.5,27000.0,5.0,220.0,33.3
1P ,AFRICA,MATRUH-SHUSHAN,22.0,116.0,5000.0,ONSHORE,195.0,5700.0,2550.0,GAS DRIVE,5600.0,CRETACEOUS,100.0,0.6,20.5,38.0,113.5,6.5,16.0,23.3
1P ,FORMER SOVIET UNION,TIMAN-PECHORA,224.0,0.0,68493.0,ONSHORE,190.0,11430.0,6500.0,AQUIFER DRIVE,7998.69,DEVONIAN,410.0,0.6,9.5,0.0,1000.0,15.0,905.0,44.0
1P ,FORMER SOVIET UNION,TIMAN-PECHORA,224.0,0.0,68493.0,ONSHORE,167.9801249012204,6000.0,2440.0,AQUIFER DRIVE,4101.05,TRIASSIC/PERMIAN,200.0,0.6,20.0,0.0,1000.0,0.7,500.0,44.0
1P ,ASIA-PACIFIC,SABAH,15.0,0.0,33300.0,OFFSHORE,166.6387114245671,6000.0,3689.0,GAS DRIVE,5250.0,NEOGENE,5350.0,0.6,22.0,35.5,500.0,0.7,650.0,36.0
1P ,ASIA-PACIFIC,GIPPSLAND,54.0,160.0,272000.0,OFFSHORE,215.0,7500.0,3303.0,AQUIFER DRIVE,7293.0,PALEOGENE,200.0,0.75,21.0,47.0,1000.0,2.15,363.0,59.0
2P ,AFRICA,ALBERT,22.0,0.0,5000.0,ONSHORE-OFFSHORE,189.76271071476435,6000.0,3445.0,AQUIFER DRIVE,4920.0,NEOGENE,330.0,0.34,23.0,31.0,600.0,0.7,235.0,33.0
1P ,NORTH AMERICA,POWDER RIVER,364.0,80.0,5000.0,ONSHORE,184.0,6000.0,4397.0,GAS DRIVE,3963.0,CRETACEOUS,80.0,0.6,10.0,40.0,1000.0,0.7,1050.0,44.0
1P ,AFRICA,LOWER CONGO,22.0,0.0,701093.74,OFFSHORE,134.51407383693956,6000.0,1499.1981936133072,AQUIFER DRIVE,6069.55,NEOGENE,574.15,0.6,25.0,31.14,1000.0,12.0,623.22,44.0
1P ,FORMER SOVIET UNION,VOLGA-URAL,22.0,0.0,5000.0,ONSHORE,145.0,5446.0,2552.0,AQUIFER DRIVE,4658.79,CARBONIFEROUS,65.62,0.5,20.0,40.0,616.0,2.0,1300.0,66.0
1P ,ASIA-PACIFIC,SUMATRA CENTRAL,300.0,120.0,34891.0,ONSHORE,260.0,4650.0,2060.0,GAS DRIVE,4450.0,NEOGENE,350.0,0.6,16.0,29.0,835.0,0.7,44.0,47.5
1P ,FORMER SOVIET UNION,VOLGA-URAL,113.0,119.0,57959.0,ONSHORE,118.0,5381.0,2669.0,AQUIFER DRIVE,5381.0,CARBONIFEROUS,74.0,0.86,20.0,45.0,372.0,0.66,711.0,56.0
1P ,NORTH AMERICA,NORTH SLOPE,619.0,80.0,324674.0,ONSHORE,155.0,6000.0,3125.0,GAS DRIVE,5600.0,CRETACEOUS,180.0,0.35,24.0,24.0,6452.0,2.0,500.0,47.0
1P ,NORTH AMERICA,NORTH SLOPE,619.0,80.0,5000.0,ONSHORE,155.0,6000.0,3125.0,GAS DRIVE,2000.0,CRETACEOUS,150.0,0.25,23.0,24.0,3690.0,2.0,500.0,45.0
1P ,NORTH AMERICA,NORTH SLOPE,619.0,160.0,5000.0,ONSHORE,155.0,6000.0,3125.0,GAS DRIVE,5600.0,CRETACEOUS,45.0,0.45,24.0,24.0,2160.0,2.0,500.0,53.0
1P ,ASIA-PACIFIC,SUMATRA CENTRAL,43.0,100.0,21930.0,ONSHORE,158.9840400256833,6000.0,2045.0,AQUIFER DRIVE,4449.0,NEOGENE,600.0,0.6,24.0,45.0,150.0,0.7,17.0,33.3
1P ,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,450.0,120.0,10300.0,ONSHORE,230.0,8500.0,3800.0,GAS DRIVE,7440.0,CRETACEOUS,250.0,0.5,9.3,38.0,528.0,0.33,757.0,19.0
