5_Resource uncertainty,10_Region,11_Basin name,38_Well count (total producer),52_Well spacing (average) (ac),70_Production rate (peak oil equivalent) (BOEPD),72_Onshore or offshore,75_Temperature (original) (deg. F),76_Pressure_Temp_depth (ft TVDSS),77_Pressure (original) (psi),82_Drive mechanism (main),117_Reservoir top subsea depth (ft TVDSS),149_Reservoir period,170_Gross reservoir thickness (average) (ft),176_Net/gross ratio (average),204_Porosity (matrix average) (%),218_API gravity (average) (deg. API),293_Original in-place oil equivalent (MMBOE),225_Viscosity (oil average) (cp),252_GOR (initial average) (SCF/STB),307_Recovery factor (ultimate oil) (%)
1P ,NORTH AMERICA,WESTERN CANADA,32.0,16.0,33062.0,ONSHORE,82.0,1173.5,827.0,GAS DRIVE,850.0,DEVONIAN,425.0,0.4,8.4,38.5,680.0,1.32,325.0,47.0
1P ,NORTH AMERICA,PERMIAN,16.0,80.0,68000.0,ONSHORE,222.3750567,5000.0,3569.0,GAS DRIVE,5500.0,PERMIAN,120.0,0.4,9.0,42.0,12.9,0.23,1630.0,64.0
1P ,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,23.0,0.0,68000.0,ONSHORE,226.4239102,5000.0,5807.286007,GAS DRIVE,9600.0,JURASSIC,250.0,0.2,11.0,52.0,16.0,0.4,1185.0,50.0
1P ,NORTH AMERICA,PERMIAN,275.0,15.0,3585.0,ONSHORE,110.0,5000.0,3100.0,GAS DRIVE,2450.0,PERMIAN,1300.0,0.31,4.0,35.0,262.0,1.3,640.0,15.0
1P ,NORTH AMERICA,ANADARKO,112.0,22.0,53000.0,ONSHORE,176.102445,5000.0,3448.569035,AQUIFER DRIVE,4600.0,ORDOVICIAN/CAMBRIAN,2100.0,0.4,12.0,39.0,76.0,8.0,500.0,24.0
1P ,NORTH AMERICA,BIG HORN,32.0,15.0,68000.0,ONSHORE,112.0,5000.0,1694.961896,GAS DRIVE,-2200.0,PERMIAN,170.0,0.55,20.0,21.0,2300.0,6.5,200.0,50.0
1P ,FORMER SOVIET UNION,PRIPYAT,300.0,52.0,72400.0,ONSHORE,155.0,5000.0,5613.0,AQUIFER DRIVE,7870.0,DEVONIAN,1230.0,0.6,7.5,33.9,569.0,2.3,724.0,44.0
1P ,LATIN AMERICA,CAMPOS,32.0,50.0,68000.0,OFFSHORE,215.3464193,5000.0,4310.0,AQUIFER DRIVE,9383.2,CRETACEOUS,420.0,0.4,12.0,29.0,189.0,0.4,500.0,17.0
1P ,LATIN AMERICA,CAMPOS,49.0,50.0,84236.0,OFFSHORE,160.0,6600.0,2940.0,AQUIFER DRIVE,6102.36,CRETACEOUS,650.0,0.45,25.0,20.0,1159.0,54.0,370.0,24.5
1P ,ASIA-PACIFIC,BOMBAY OFFSHORE,32.0,0.0,68000.0,OFFSHORE,113.0,5627.0,2500.0,GAS DRIVE,5282.15,PALEOGENE,164.0,0.7,15.0,0.0,317.0,0.4,500.0,30.0
1P ,ASIA-PACIFIC,BOMBAY OFFSHORE,32.0,0.0,25800.0,OFFSHORE,113.0,5627.0,2500.0,GAS DRIVE,5282.15,PALEOGENE,853.0,0.9,23.5,28.0,1000.0,0.4,1800.0,19.0
1P ,EUROPE,AQUITAINE,85.0,30.0,27677.0,ONSHORE-OFFSHORE,194.0,7218.0,3272.0,AQUIFER DRIVE,6545.0,CRETACEOUS/JURASSIC,1300.0,0.15,11.0,33.0,560.0,2.3,74.0,41.0
1P ,MIDDLE EAST,ZAGROS,32.0,0.0,448736.0,ONSHORE,150.0,5000.0,3360.0,GAS DRIVE,2750.0,NEOGENE,1100.0,0.4,15.0,34.2,14900.0,0.73,798.0,30.1
1P ,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,32.0,0.0,70833.0,ONSHORE,195.0,5000.0,2600.0,GAS DRIVE,5500.0,CRETACEOUS,450.0,0.4,20.0,38.0,2300.0,0.6,550.0,30.0
1P ,NORTH AMERICA,WILLISTON,292.0,80.0,10983.0,ONSHORE,202.0,5780.0,4100.0,AQUIFER DRIVE,5525.0,ORDOVICIAN,510.0,0.4,15.0,31.0,279.0,1.44,280.0,45.9
1P ,NORTH AMERICA,PERMIAN,32.0,20.0,4686.0,ONSHORE,108.0,750.0,1850.0,GAS DRIVE,400.0,PERMIAN,400.0,0.4,11.0,33.0,164.0,2.0,575.0,38.4
1P ,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,166.0,40.0,7000.0,ONSHORE,209.0,7424.0,3578.0,GAS DRIVE,7200.0,CRETACEOUS,60.0,0.4,20.0,46.0,34.1,0.21,2220.0,52.0
1P ,LATIN AMERICA,TAMPICO-MISANTLA,803.0,39.5,144324.0,ONSHORE,194.0,5000.0,3599.0,GAS DRIVE,6400.0,CRETACEOUS,394.0,0.4,11.0,35.0,5730.0,19.0,1200.0,43.7
1P ,FORMER SOVIET UNION,TIMAN-PECHORA,32.0,0.0,68000.0,OFFSHORE,136.0,7972.0,3735.0,AQUIFER DRIVE,7595.0,PERMIAN/CARBONIFEROUS,490.0,0.55,21.0,22.2,587.0,6.0,200.0,33.7
1P ,MIDDLE EAST,ZAGROS,32.0,350.0,4000.0,ONSHORE,84.0,5000.0,288.0,AQUIFER DRIVE,-300.0,NEOGENE,450.0,0.4,20.0,15.0,20180.0,300.0,160.0,15.0
1P ,MIDDLE EAST,ZAGROS,32.0,0.0,68000.0,ONSHORE,128.8453097,5000.0,1050.0,AQUIFER DRIVE,1300.0,CRETACEOUS,60.0,0.4,10.0,17.0,2300.0,0.4,245.0,15.0
1P ,MIDDLE EAST,GHABA SALT,32.0,0.0,37740.0,ONSHORE,122.0,1099.0,653.0,AQUIFER DRIVE,695.0,CRETACEOUS,60.0,0.4,30.0,16.0,1038.0,220.0,55.0,27.0
1P ,MIDDLE EAST,THE GULF,102.0,0.0,500000.0,ONSHORE-OFFSHORE,188.6428151,5000.0,4036.373534,AQUIFER DRIVE,6900.0,JURASSIC,100.0,0.76,23.0,31.0,2300.0,1.2,330.0,45.0
1P ,MIDDLE EAST,THE GULF,102.0,0.0,500000.0,ONSHORE-OFFSHORE,191.1041242,5000.0,4151.742424,AQUIFER DRIVE,7100.0,JURASSIC,100.0,0.88,15.0,38.0,2300.0,0.4,870.0,45.0
1P ,EUROPE,IBLEAN PLATEAU,64.0,56.0,27038.0,ONSHORE,160.8423284,5000.0,2062.0,AQUIFER DRIVE,3300.0,TRIASSIC,60.0,0.4,5.0,19.4,480.0,315.0,180.0,33.3
1P ,NORTH AMERICA,WESTERN CANADA,32.0,40.0,68000.0,ONSHORE,195.0,4600.0,2623.0,AQUIFER DRIVE,3750.0,DEVONIAN,398.0,0.4,10.0,40.0,1820.0,0.5,620.0,49.5
1P ,NORTH AMERICA,WESTERN CANADA,5.0,0.0,68000.0,ONSHORE,195.0,4600.0,2623.0,GAS DRIVE,4122.0,DEVONIAN,756.0,0.4,11.8,40.0,164.0,0.29,500.0,48.0
1P ,NORTH AMERICA,WESTERN CANADA,32.0,0.0,10710.0,ONSHORE,184.0,4070.0,2335.0,AQUIFER DRIVE,3750.0,DEVONIAN,525.0,0.4,8.6,39.0,69.0,0.47,517.0,67.3
1P ,NORTH AMERICA,WESTERN CANADA,32.0,115.0,26842.0,ONSHORE,189.0,4370.0,2490.0,GAS DRIVE,4169.0,DEVONIAN,786.0,0.4,7.2,38.0,294.0,0.83,365.0,62.9
1P ,ASIA-PACIFIC,SUNDA,85.0,95.5,55038.0,OFFSHORE,187.0,3200.0,1394.0,GAS DRIVE,2850.0,NEOGENE,600.0,0.36,22.0,30.0,693.0,5.3,226.0,18.0
1P ,MIDDLE EAST,TAURUS,200.0,22.0,9060.0,ONSHORE,148.0,5000.0,1300.0,AQUIFER DRIVE,82.0,CRETACEOUS,175.0,0.7,14.0,18.0,611.0,29.0,55.0,14.0
1P ,ASIA-PACIFIC,SUMATRA SOUTH,117.0,0.0,28452.0,ONSHORE,189.0,2805.0,1232.0,GAS DRIVE,2575.0,NEOGENE,164.0,0.7,17.0,38.0,205.0,1.15,1100.0,48.8
1P ,AFRICA,GULF OF SUEZ,20.0,0.0,18826.0,OFFSHORE,120.0,2100.0,888.0,AQUIFER DRIVE,1900.0,NEOGENE,900.0,0.55,22.0,30.0,260.0,1.85,300.0,55.0
1P ,MIDDLE EAST,THE GULF,32.0,200.0,68000.0,ONSHORE,194.9314599,5000.0,3695.0,GAS DRIVE,7200.0,CRETACEOUS,260.0,0.75,16.0,30.0,2300.0,1.0,606.0,39.0
1P ,AFRICA,RAZZAK-ALAMEIN,3.0,550.0,8042.0,ONSHORE,172.2628028,5000.0,3268.593566,GAS DRIVE,4900.0,CRETACEOUS,22.0,0.68,31.0,34.0,2300.0,0.4,125.0,30.0
1P ,AFRICA,RAZZAK-ALAMEIN,4.0,200.0,8042.0,ONSHORE,196.0,5000.0,4470.160563,AQUIFER DRIVE,7070.0,CRETACEOUS,240.0,0.73,7.0,37.0,2300.0,3.7,127.0,30.0
1P ,FORMER SOVIET UNION,PRIPYAT,32.0,0.0,68000.0,ONSHORE,147.0,8645.0,4439.0,AQUIFER DRIVE,7959.0,DEVONIAN,75.0,0.4,9.0,34.5,2300.0,5.7,216.0,30.0
1P ,FORMER SOVIET UNION,PRIPYAT,32.0,0.0,68000.0,ONSHORE,144.0,7543.0,4218.0,AQUIFER DRIVE,7785.0,DEVONIAN,115.0,0.4,4.0,36.5,2300.0,5.7,216.0,30.0
1P ,FORMER SOVIET UNION,PRIPYAT,32.0,0.0,68000.0,ONSHORE,120.0,6106.0,4057.0,AQUIFER DRIVE,5932.0,DEVONIAN,300.0,0.4,11.0,31.5,2300.0,5.7,216.0,30.0
1P ,NORTH AMERICA,WESTERN CANADA,1067.0,30.0,123993.0,ONSHORE,94.0,1030.0,1050.0,AQUIFER DRIVE,1030.0,DEVONIAN,951.0,0.4,7.0,35.5,1521.0,2.7,195.0,57.5
1P ,EUROPE,NORTHWEST GERMAN,265.0,10.0,6850.0,ONSHORE,133.767928,5000.0,1242.0,AQUIFER DRIVE,2100.0,CRETACEOUS,205.0,0.4,25.0,21.0,245.0,0.4,500.0,7.0
1P ,ASIA-PACIFIC,BOHAI,32.0,89.0,13171.0,ONSHORE,234.0,11299.0,4810.0,AQUIFER DRIVE,9186.0,ORDOVICIAN,7000.0,0.4,5.95,29.0,156.0,3.14,183.0,34.0
1P ,ASIA-PACIFIC,BOHAI,225.0,20.0,240289.0,ONSHORE,248.0,9883.5,4722.0,AQUIFER DRIVE,8487.0,PROTEROZOIC,7680.0,0.64,4.0,27.7,2662.0,8.21,21.0,32.1
1P ,LATIN AMERICA,NEUQUEN,174.0,179.0,13500.0,ONSHORE,185.0,5000.0,3769.0,GAS DRIVE,7480.0,CRETACEOUS,804.0,0.13,15.9,36.2,312.0,1.0,930.0,30.4
1P ,EUROPE,ADRIATIC,28.0,0.0,27673.0,OFFSHORE,153.0,4300.0,1990.0,AQUIFER DRIVE,4265.0,CRETACEOUS,490.0,0.67,20.0,11.0,540.0,250.0,22.5,17.4
1P ,LATIN AMERICA,PETEN SOUTH,8.0,0.0,4787.0,ONSHORE,154.3813919,5000.0,2731.0,AQUIFER DRIVE,3650.0,CRETACEOUS,6000.0,0.4,12.0,25.0,26.4,0.4,508.0,35.0
1P ,MIDDLE EAST,THE GULF,44.0,250.0,90000.0,ONSHORE,192.9008799,5000.0,3695.0,GAS DRIVE,7005.0,CRETACEOUS,365.0,0.85,21.0,25.0,2300.0,0.8,250.0,30.0
1P ,MIDDLE EAST,MENDER-LEKHWAIR ARCH,130.0,0.0,40717.0,ONSHORE,212.0,5000.0,3100.0,GAS DRIVE,5990.0,CRETACEOUS,70.0,0.6,22.0,47.0,1077.0,0.3,950.0,40.0
1P ,MIDDLE EAST,GHABA SALT,49.0,0.0,47000.0,ONSHORE,169.0,4527.0,2245.0,AQUIFER DRIVE,4052.0,CRETACEOUS,200.0,0.95,27.0,34.0,566.0,1.53,107.0,43.0
1P ,ASIA-PACIFIC,SALAWATI,9.0,13.0,37276.0,ONSHORE,167.0,5413.0,2340.0,AQUIFER DRIVE,5059.0,NEOGENE,577.0,0.8,16.5,38.0,75.0,3.5,211.0,48.0
1P ,MIDDLE EAST,RUB AL KHALI,32.0,0.0,68000.0,OFFSHORE,197.3312363,5000.0,4443.625718,AQUIFER DRIVE,7677.0,JURASSIC,525.0,0.6,20.0,32.0,2650.0,1.07,500.0,52.9
1P ,MIDDLE EAST,RUB AL KHALI,32.0,0.0,200000.0,OFFSHORE,200.0,7970.0,3100.0,AQUIFER DRIVE,7677.0,JURASSIC,525.0,0.6,20.0,33.0,12000.0,1.14,270.0,16.6
1P ,MIDDLE EAST,RUB AL KHALI,12.0,0.0,23150.0,OFFSHORE,214.9295966,5000.0,5268.513287,GAS DRIVE,9015.0,JURASSIC,132.0,0.4,17.0,41.5,800.0,0.4,351.0,30.0
1P ,MIDDLE EAST,RUB AL KHALI,12.0,0.0,23150.0,OFFSHORE,215.7295221,5000.0,5306.008176,GAS DRIVE,9080.0,JURASSIC,317.0,0.4,20.0,41.5,800.0,0.4,690.0,30.0
1P ,NORTH AMERICA,ANADARKO,237.0,40.0,1959.0,ONSHORE,112.0,2100.0,1370.0,AQUIFER DRIVE,2095.0,CARBONIFEROUS,100.0,0.4,14.0,40.2,37.8,2.5,50.0,30.7
1P ,NORTH AMERICA,PERMIAN,32.0,40.0,6315.0,ONSHORE,180.0,6050.0,4345.0,GAS DRIVE,5700.0,PERMIAN,180.0,0.4,20.0,39.0,2300.0,0.88,736.0,30.0
1P ,ASIA-PACIFIC,SUMATRA SOUTH,32.0,126.0,32000.0,ONSHORE,179.0,5000.0,1158.0,GAS DRIVE,2347.0,NEOGENE,150.0,0.4,20.0,38.0,265.0,0.87,327.0,48.0
1P ,MIDDLE EAST,RUB AL KHALI,123.0,0.0,500000.0,ONSHORE,158.5040847,5000.0,5900.0,GAS DRIVE,4150.0,CRETACEOUS,420.0,0.4,23.0,42.0,18500.0,0.37,750.0,49.0
1P ,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,50.0,160.0,4700.0,ONSHORE,265.0,5000.0,6485.0,GAS DRIVE,10400.0,JURASSIC,415.0,0.4,9.0,49.0,2300.0,0.53,2000.0,30.0
1P ,AFRICA,PELAGIAN,35.0,40.0,5170.0,ONSHORE,246.0,7513.0,3387.0,AQUIFER DRIVE,7218.0,PALEOGENE,174.0,0.4,12.0,41.4,149.0,0.44,307.0,23.5
1P ,AFRICA,PELAGIAN,7.0,278.0,18127.0,ONSHORE,163.0,4693.0,2367.0,GAS DRIVE,4692.0,CRETACEOUS,1230.0,0.4,22.0,40.0,126.0,0.4,500.0,39.0
1P ,NORTH AMERICA,DENVER,152.0,640.0,5261.0,ONSHORE,196.5313108,5000.0,4406.130828,AQUIFER DRIVE,1600.0,CRETACEOUS,290.0,0.4,5.0,36.5,2300.0,0.4,765.0,30.0
1P ,MIDDLE EAST,RUB AL KHALI,11.0,988.0,20000.0,OFFSHORE,197.0,6585.0,3490.0,GAS DRIVE,6545.0,CRETACEOUS,60.0,0.4,10.0,33.0,2072.0,1.05,375.0,7.6
1P ,MIDDLE EAST,RUB AL KHALI,56.0,0.0,68000.0,OFFSHORE,196.7282156,5000.0,4415.36034,GAS DRIVE,7726.0,CRETACEOUS,60.0,1.0,20.0,31.0,2700.0,0.4,500.0,43.0
1P ,LATIN AMERICA,CHIAPAS-TABASCO,29.0,193.0,93236.0,ONSHORE,259.0,13238.0,6301.0,AQUIFER DRIVE,12140.0,CRETACEOUS,1300.0,0.4,8.0,34.0,1153.0,8.3,1811.0,32.1
1P ,EUROPE,NORTH SEA CENTRAL,24.0,22.0,47132.0,OFFSHORE,189.0,5243.0,3565.0,CAPILLARY IMBIBITION,4660.0,PALEOGENE/CRETACEOUS,470.0,0.4,21.0,30.2,755.0,0.6,520.0,44.0
1P ,NORTH AMERICA,PERMIAN,3067.0,2.5,128307.0,ONSHORE,108.0,1250.0,1710.0,GAS DRIVE,1100.0,PERMIAN,225.0,0.4,12.0,30.0,2800.0,2.27,480.0,52.9
1P ,NORTH AMERICA,WESTERN CANADA,129.0,80.0,8643.0,ONSHORE,190.0,6030.0,3800.0,GAS DRIVE,5900.0,DEVONIAN,185.0,0.5,6.8,37.0,231.6,0.02,292.0,30.0
1P ,NORTH AMERICA,PERMIAN,903.0,20.0,13109.0,ONSHORE,119.0,5000.0,1760.0,GAS DRIVE,1100.0,PERMIAN,400.0,0.4,8.8,34.5,738.0,2.1,380.0,26.6
1P ,NORTH AMERICA,PERMIAN,59.0,20.0,4882.0,ONSHORE,119.0,5000.0,1760.0,GAS DRIVE,11500.0,PERMIAN,400.0,0.4,11.0,34.5,175.0,2.1,217.0,26.9
3P ,FORMER SOVIET UNION,TIMAN-PECHORA,32.0,0.0,68000.0,ONSHORE,190.1565202,5000.0,3450.0,GAS DRIVE,6838.0,PERMIAN,340.0,0.63,17.0,35.0,1584.0,1.0,550.0,35.0
1P ,NORTH AMERICA,WESTERN CANADA,200.0,120.0,62264.0,ONSHORE,225.0,5000.0,3316.0,GAS DRIVE,4830.0,DEVONIAN,400.0,0.4,8.2,42.0,955.0,0.39,750.0,42.3
3P ,FORMER SOVIET UNION,SIBERIAN EASTERN,32.0,3700.0,68000.0,ONSHORE,50.0,5000.0,2150.0,GAS DRIVE,3640.0,CAMBRIAN,200.0,0.5,20.0,29.5,320.0,15.0,340.0,10.0
1P ,FORMER SOVIET UNION,TEREK-CASPIAN,32.0,36.0,85000.0,ONSHORE,269.7552575,5000.0,9500.0,GAS DRIVE,12560.0,PALEOGENE/CRETACEOUS,1200.0,0.4,7.0,40.0,379.0,0.9,2250.0,66.0
3P ,MIDDLE EAST,MESOPOTAMIAN,12.0,0.0,68000.0,ONSHORE,104.2322184,5000.0,79.79742541,AQUIFER DRIVE,11500.0,CRETACEOUS,900.0,0.4,20.0,31.0,358.0,0.4,600.0,30.0
1P ,NORTH AMERICA,FLORIDA/BAHAMAS,15.0,0.0,2907.0,ONSHORE,246.1513029,5000.0,6731.967666,AQUIFER DRIVE,11500.0,CRETACEOUS,60.0,0.4,12.0,26.0,43.0,3.0,80.0,34.8
1P ,NORTH AMERICA,FLORIDA/BAHAMAS,32.0,128.0,475.0,ONSHORE,246.1513029,5000.0,6731.967666,AQUIFER DRIVE,11500.0,CRETACEOUS,60.0,0.4,7.0,26.0,2300.0,3.0,0.0,30.0
1P ,NORTH AMERICA,FLORIDA/BAHAMAS,32.0,0.0,71.0,ONSHORE,246.1513029,5000.0,6731.967666,AQUIFER DRIVE,11500.0,CRETACEOUS,60.0,0.4,8.0,26.0,8.0,3.0,0.0,3.9
1P ,NORTH AMERICA,FLORIDA/BAHAMAS,32.0,0.0,2263.0,ONSHORE,246.1513029,5000.0,6731.967666,AQUIFER DRIVE,11500.0,CRETACEOUS,60.0,0.4,18.0,28.0,2300.0,3.0,100.0,30.0
1P ,NORTH AMERICA,FLORIDA/BAHAMAS,59.0,0.0,447.0,ONSHORE,246.1513029,5000.0,6731.967666,AQUIFER DRIVE,11500.0,CRETACEOUS,60.0,0.4,12.0,26.0,5.1,3.0,10.0,29.4
1P ,NORTH AMERICA,FLORIDA/BAHAMAS,15.0,138.0,4209.0,ONSHORE,246.1513029,5000.0,6731.967666,AQUIFER DRIVE,11500.0,CRETACEOUS,60.0,0.4,14.0,23.0,42.0,3.0,120.0,50.0
1P ,NORTH AMERICA,FLORIDA/BAHAMAS,20.0,160.0,68000.0,ONSHORE,200.0,5000.0,6731.967666,AQUIFER DRIVE,11500.0,CRETACEOUS,60.0,0.4,15.0,26.0,38.0,0.4,100.0,50.0
1P ,NORTH AMERICA,FLORIDA/BAHAMAS,25.0,160.0,68000.0,ONSHORE,195.0,11421.0,5166.0,AQUIFER DRIVE,11410.0,CRETACEOUS,60.0,0.4,15.0,25.0,34.0,3.0,85.0,34.1
1P ,NORTH AMERICA,FLORIDA/BAHAMAS,18.0,160.0,9238.0,ONSHORE,195.0,11400.0,5166.0,AQUIFER DRIVE,11512.0,CRETACEOUS,60.0,0.57,15.0,26.0,126.0,3.0,80.0,38.1
1P ,NORTH AMERICA,WESTERN CANADA,873.0,100.0,128864.0,ONSHORE,219.0,4741.0,3300.0,GAS DRIVE,4600.0,DEVONIAN,305.0,0.47,7.8,41.0,2883.0,0.4,561.0,32.6
1P ,NORTH AMERICA,WILLISTON,5.0,40.0,642.0,ONSHORE,212.0,6602.0,3997.0,GAS DRIVE,6580.0,DEVONIAN,96.0,0.64,12.2,36.0,7.6,0.42,646.0,20.0
1P ,ASIA-PACIFIC,TARIM,419.0,0.0,118119.0,ONSHORE,284.0,17093.18,9137.0,AQUIFER DRIVE,16240.16,ORDOVICIAN,1843.83,0.4,1.0,16.0,2994.0,4176.0,500.0,17.1
1P ,NORTH AMERICA,WESTERN CANADA,58.0,0.0,3023.0,ONSHORE,134.0,3779.0,2282.0,GAS DRIVE,3785.0,DEVONIAN,730.0,0.4,4.0,38.0,99.0,0.4,371.0,12.0
1P ,NORTH AMERICA,WESTERN CANADA,2.0,19.0,297.0,ONSHORE,176.8408378,5000.0,2521.0,GAS DRIVE,4100.0,DEVONIAN,730.0,0.4,5.0,36.0,2.3,0.4,348.0,18.3
1P ,FORMER SOVIET UNION,CASPIAN NORTH,32.0,0.0,550000.0,ONSHORE,220.0,13000.0,11600.0,GAS DRIVE,12960.0,CARBONIFEROUS,11500.0,0.4,6.3,47.0,19543.0,0.27,2150.0,46.0
1P ,NORTH AMERICA,PARADOX,8.0,80.0,946.0,ONSHORE,130.0,310.0,2116.0,GAS DRIVE,330.0,CARBONIFEROUS,115.0,0.43,11.0,40.0,4.6,0.56,746.0,52.0
1P ,EUROPE,NORTH SEA CENTRAL,19.0,250.0,79624.0,OFFSHORE,277.0,10249.0,7134.0,GAS DRIVE,9750.0,PALEOGENE/CRETACEOUS,800.0,0.62,21.0,40.0,812.0,0.4,1521.0,21.8
1P ,NORTH AMERICA,WESTERN CANADA,430.0,80.0,68000.0,ONSHORE,140.0,3185.0,2684.0,GAS DRIVE,-1000.0,CARBONIFEROUS,450.0,0.4,8.0,39.0,1796.0,0.4,880.0,13.9
1P ,EUROPE,NORTH SEA CENTRAL,32.0,140.0,30131.5,OFFSHORE,160.0,6500.0,4254.0,AQUIFER DRIVE,6345.0,PALEOGENE/CRETACEOUS,530.0,0.4,35.0,33.0,345.0,0.4,960.0,61.5
1P ,MIDDLE EAST,RUB AL KHALI,54.0,0.0,16000.0,OFFSHORE,196.5313108,5000.0,4406.130828,AQUIFER DRIVE,7550.0,CRETACEOUS,900.0,0.4,23.0,30.0,830.0,0.4,250.0,21.7
1P ,MIDDLE EAST,THE GULF,32.0,80.0,250000.0,ONSHORE,180.0,5000.0,4050.0,AQUIFER DRIVE,8100.0,CRETACEOUS,250.0,0.4,22.0,23.0,2300.0,4.3,175.0,40.0
1P ,NORTH AMERICA,KAIPAROWITS,26.0,82.0,68000.0,ONSHORE,152.0,-900.0,1659.0,AQUIFER DRIVE,-900.0,TRIASSIC/PERMIAN,200.0,0.5,11.0,23.0,2300.0,0.4,100.0,36.9
1P ,NORTH AMERICA,PERMIAN,32.0,40.0,36650.0,ONSHORE,105.0,500.0,1628.0,AQUIFER DRIVE,250.0,PERMIAN,238.0,0.4,8.9,38.0,1001.0,0.96,400.0,41.2
1P ,EUROPE,NORTH SEA CENTRAL,25.0,295.0,24298.0,OFFSHORE,184.0,7394.0,5400.0,GAS DRIVE,7188.0,CRETACEOUS,280.0,0.9,25.0,39.0,725.0,0.4,1600.0,14.2
1P ,EUROPE,NORTH SEA CENTRAL,143.0,0.0,96500.0,OFFSHORE,194.0,8038.0,6550.0,GAS DRIVE,7874.0,CRETACEOUS,480.0,0.4,42.0,37.0,2700.0,0.4,1300.0,33.9
1P ,EUROPE,IBLEAN PLATEAU,26.0,0.0,26482.0,OFFSHORE,214.0,8171.5,3692.0,AQUIFER DRIVE,8005.25,JURASSIC,5298.0,0.4,10.0,15.5,1000.0,2500.0,56.0,6.8
1P ,FORMER SOVIET UNION,SIBERIAN EASTERN,32.0,0.0,68000.0,ONSHORE,61.0,5577.0,2200.0,AQUIFER DRIVE,3937.01,CAMBRIAN/PROTEROZOIC,46.0,0.4,11.0,34.5,900.0,4.0,500.0,11.0
1P ,NORTH AMERICA,ANADARKO,183.0,30.0,68000.0,ONSHORE,120.0,5000.0,1075.0,AQUIFER DRIVE,1125.0,CARBONIFEROUS,150.0,0.4,22.0,39.0,2300.0,2.5,500.0,30.0
1P ,EUROPE,PARIS,134.0,40.0,14300.0,ONSHORE,162.0,5413.0,2582.0,AQUIFER DRIVE,5331.0,JURASSIC,75.0,0.7,14.0,35.0,440.0,3.5,20.0,16.6
1P ,NORTH AMERICA,WILLISTON,591.0,30.0,14528.0,ONSHORE,87.0,630.0,980.0,GAS DRIVE,400.0,CARBONIFEROUS,330.0,0.4,10.0,34.9,2300.0,3.52,85.0,30.0
1P ,NORTH AMERICA,WILLISTON,196.0,30.0,7381.0,ONSHORE,87.0,630.0,980.0,GAS DRIVE,400.0,CARBONIFEROUS,330.0,0.4,10.0,34.9,194.0,3.52,70.0,39.7
1P ,MIDDLE EAST,THE GULF,150.0,160.0,131665.0,ONSHORE,150.0,5000.0,3140.0,AQUIFER DRIVE,6120.0,CRETACEOUS,700.0,0.4,21.5,24.5,3095.0,3.68,400.0,42.0
1P ,MIDDLE EAST,THE GULF,205.0,45.0,43878.0,ONSHORE,151.0,5000.0,3140.0,AQUIFER DRIVE,300.0,PALEOGENE,720.0,0.4,35.0,16.0,9000.0,83.0,80.0,30.0
1P ,ASIA-PACIFIC,SALAWATI,289.0,9.0,46986.0,ONSHORE,176.0,2650.0,1162.0,AQUIFER DRIVE,2337.0,NEOGENE,1200.0,0.4,23.0,34.0,410.0,2.0,86.0,49.0
1P ,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,45.0,320.0,9323.0,ONSHORE,249.0,10650.0,5374.0,GAS DRIVE,10400.0,JURASSIC,60.0,0.4,11.0,49.0,140.0,0.14,1840.0,32.0
1P ,NORTH AMERICA,PERMIAN,32.0,20.0,256900.0,ONSHORE,107.0,1400.0,1805.0,GAS DRIVE,1040.0,PERMIAN,60.0,0.63,12.0,32.8,4550.0,1.25,588.0,52.0
1P ,NORTH AMERICA,MICHIGAN,157.0,10.0,2350.0,ONSHORE,85.0,1615.0,650.0,GAS DRIVE,1590.0,DEVONIAN,180.0,0.4,10.5,34.0,26.37,9.0,500.0,62.0
1P ,NORTH AMERICA,ANADARKO,750.0,40.0,87500.0,ONSHORE,150.0,5864.0,3145.0,GAS DRIVE,5250.0,DEVONIAN,60.0,0.4,7.0,40.5,400.0,0.6,1010.0,30.0
1P ,ASIA-PACIFIC,PALAWAN NORTHWEST,7.0,0.0,18727.0,OFFSHORE,157.0519124,5000.0,2555.613821,AQUIFER DRIVE,5434.0,NEOGENE,1237.0,0.4,14.0,32.0,1000.0,0.4,250.0,10.0
1P ,NORTH AMERICA,WESTERN CANADA,2.0,20.0,812.0,ONSHORE,174.0,5045.0,2565.0,GAS DRIVE,4850.0,DEVONIAN,318.0,0.87,6.0,33.0,7.6,0.4,595.0,46.0
1P ,NORTH AMERICA,WESTERN CANADA,3.0,0.0,7279.0,ONSHORE,225.0,7013.0,6643.0,GAS DRIVE,11500.0,DEVONIAN,253.0,0.9,8.5,45.0,40.0,0.38,999.0,68.0
1P ,NORTH AMERICA,WESTERN CANADA,5.0,0.0,7118.0,ONSHORE,199.0,6334.0,4093.0,GAS DRIVE,6166.0,DEVONIAN,233.0,0.87,11.0,41.0,31.5,0.4,696.0,88.0
