1_Field name,2_Reservoir unit,5_Resource uncertainty,8_Country,10_Region,11_Basin name,15_Latitude,16_Longitude,18_Hydrocarbon type (main),32_Current status year,33_Current reservoir status,34_Current production stage,35_Well count (total all wells),38_Well count (total producer),46_Well count (current active producer),52_Well spacing (average) (ac),58_Production year (current),62_Production rate (current oil equivalent) (BOEPD),65_Water-cut (current) (%),66_Production year (peak),70_Production rate (peak oil equivalent) (BOEPD),72_Onshore or offshore,73_Water_Depth (ft),75_Temperature (original) (deg. F),76_Temperature depth (ft TVDSS),77_Pressure (original) (psi),78_Pressure depth (ft TVDSS),80_Pressure year (current),81_Pressure (current) (psi),82_Drive mechanism (main),111_Trapping mechanism (main),116_Depth to top reservoir (ft TVD),117_Reservoir top subsea depth (ft TVDSS),118_Structural flank dip (average) (deg.),135_Hydrocarbon column height (original total) (ft),149_Reservoir period,153_Depositional system (main),161_Reservoir architecture (main),163_Fluid flow restriction (macro-scale),164_Fluid flow restriction (meso-scale),170_Gross reservoir thickness (average) (ft),173_Net reservoir thickness (average) (ft),176_Net/gross ratio (average),179_Net pay (average) (m),182_Reservoir lithology (main),184_Grain_Size_Texture,189_Composition,199_Fracture reservoir type,200_Porosity type (main),204_Porosity (matrix average) (%),210_Permeability (air average) (mD),213_Permeability (well test average) (mD),218_API gravity (average) (deg. API),222_Specific gravity (gas average),225_Viscosity (oil average) (cp),230_Mobility index (average) (mD/cp),236_Oil_impurities (average),242_Methane (average) (%),243_Gas_impurities (average),252_GOR (initial average) (SCF/STB),255_Condensate yield (initial average) (BC/MMCFG),258_FVF (oil average) (RB/STB),263_Bubble point pressure (average) (psi),266_Pour point temperature (average) (deg. F),273_Formation water salinity (average) (mg/L),276_Water saturation (initial average) (%),293_Original in-place oil equivalent (MMBOE),300_EUR oil equivalent (MMBOE),301_Remaining EUR oil (MMBO),302_Remaining EUR gas (BCFG),304_Recovery factor (primary oil) (%),307_Recovery factor (ultimate oil) (%),308_Recovery factor (ultimate gas) (%),310_Recovery to date (of in-place oil) (%),311_Recovery to date (of in-place gas) (%),313_Recovery (best-fit ultimate oil) (%),314_Reservoir performance index (decimal fraction),315_EUR oil per production well (MMBO),319_Secondary recovery start date,320_Secondary recovery methods,324_EOR start date,325_EOR methods,333_Improved recovery methods (other),334_Improved recovery methods (drilling),335_Improved recovery methods (stimulation),336_Improved recovery methods (water injection optimization),337_Improved recovery methods (artificial lift),338_Improved recovery methods (sand control),339_Improved recovery methods (other reservoir management)
ALABAMA FERRY,UPPER GLEN ROSE D ZONE,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,31.2143,-95.7981,OIL,2011.0,SECONDARY RECOVERY,SECONDARY MATURE,320.0,314.00,,160.0,2011.0,427.0,,1986.0,10131.0,ONSHORE,-200.0,220.0,9700.0,4948.0,9700.0,1963.0,2750.0,GAS DRIVE,2111:LATERAL FACIES CHANGE,8700.0,8500.0,1.5,1600.0,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,SHALE/TIGHT CARBONATE,LATERAL FACIES CHANGE,95.0,15.0,0.15,4.57,CARBONATES,GRAINSTONE,MOLLUSCS/OOLITE,,INTERPARTICLE/MOLDIC,12.0,20.0,,45.0,,0.11,180.0,0.0,,2.14,2000.0,,2.4,4527.0,,,25.0,100.0,37.0,1.6,,17.0,37.0,,35.4,,,,0.19,1988-01,CONTINUOUS WATER INJECTION,,,STIMULATION/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,,,STEP-OUT DEVELOPMENT DRILLING
ALBA,ALBA (NAUCHLAN),1P ,UNITED KINGDOM,EUROPE,NORTH SEA CENTRAL,58.0692,1.0784,OIL,2012.0,SECONDARY RECOVERY,DECLINE,58.0,,18.0,0.0,2012.0,22615.9,90.6,1997.0,90886.0,OFFSHORE,460.0,172.0,6300.0,2850.0,6300.0,,,GAS DRIVE,2241:CHANNEL-FILL,5642.0,6102.0,1.5,361.0,PALEOGENE,25:DEEP MARINE,TANK LIKE,NONE,LATERAL FACIES CHANGE,328.0,260.0,0.8,,SANDSTONE,VERY FINE-GRAINED SAND/FINE-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,35.0,3000.0,3500.0,19.5,0.58,7.0,429.0,2.5,,0.0,246.0,,1.14,2330.0,-13.0,35156.0,12.0,1000.0,440.0,42.0,,,44.0,,39.78,,35.0,0.11,11.89,1994-02,CONTINUOUS WATER INJECTION,,,DRILLING/ARTIFICIAL LIFT/SAND CONTROL/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL/MULTI-LATERAL WELL/EXTENDED REACH WELL,SCALE INHIBITOR TREATMENT,,ESP,GRAVEL PACK/EXPANDABLE SAND SCREEN,SAND CLEANING/WATER CONING CONTROL
ALBACORA,CARAPEBUS,1P ,BRAZIL,LATIN AMERICA,CAMPOS,-22.137,-39.9899,OIL,2009.0,SECONDARY RECOVERY,DECLINE,80.0,66.00,34.0,0.0,2008.0,92343.0,,2000.0,158957.0,OFFSHORE,1150.0,,,,,,,GAS DRIVE,1151:SALT-DIAPIR ANTICLINE,7052.0,8202.0,1.0,476.0,PALEOGENE,25:DEEP MARINE,LAYER-CAKE,SHALE,LATERAL SHALE-OUT/SEALING FAULT,,,,,SANDSTONE,MEDIUM-GRAINED SAND,ARKOSE,,PRIMARY INTERGRANULAR,26.0,1000.0,,27.0,,26.5,37.73,0.65,79.0,0.8,600.0,,,,,,20.0,1930.0,676.0,398.0,,,35.0,,14.4,,,,11.86,2003-12,CONTINUOUS WATER INJECTION,,,,,,,ESP/GAS LIFT,GRAVEL PACK,COILED TUBING TREATMENT/WAX REMOVAL
ALBACORA,NAMORADO,1P ,BRAZIL,LATIN AMERICA,CAMPOS,-22.137,-39.9899,OIL,1997.0,SECONDARY RECOVERY,DECLINE,,,6.0,0.0,2007.0,6469.0,0.5,1995.0,9911.0,OFFSHORE,1150.0,,,4863.0,,1997.0,3479.0,GAS DRIVE,1151:SALT-DIAPIR ANTICLINE,9283.0,10433.0,3.0,262.0,CRETACEOUS,25:DEEP MARINE,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALE,LATERAL SHALE-OUT/SEALING FAULT,390.0,98.0,0.25,29.87,SANDSTONE,VERY FINE-GRAINED SAND/FINE-GRAINED SAND,ARKOSE,,PRIMARY INTERGRANULAR,17.0,40.0,40.0,28.0,,26.4,1.51,1.49,74.0,1.4,365.0,,,2403.0,,,31.0,497.0,106.0,24.0,,,21.0,,16.5,,,,17.67,2003-12,CONTINUOUS WATER INJECTION,,,DRILLING/ARTIFICIAL LIFT/SAND CONTROL/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL,,,ESP/GAS LIFT,GRAVEL PACK,COILED TUBING TREATMENT/WAX REMOVAL
ALBION-SCIPIO,TRENTON-BLACK RIVER,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,MICHIGAN,41.9937,-84.6016,OIL,1985.0,PRIMARY RECOVERY,MATURE,961.0,961.00,573.0,20.0,2012.0,1317.0,47.7,1961.0,32358.0,ONSHORE,-1100.0,105.0,2800.0,1593.0,2800.0,1987.0,,GAS DRIVE,241:DOLOMITIZATION-DISSOLUTION,3400.0,2300.0,0.5,400.0,ORDOVICIAN,11:LOW-ENERGY CARBONATE MUD,JIGSAW-PUZZLE/LABYRINTH,SHALE/TIGHT CARBONATE,LATERAL DIAGENETIC CHANGE/SEALING FAULT,600.0,,,121.92,CARBONATES,MUDSTONE/WACKESTONE/PACKSTONE,CRINOID,,INTERCRYSTALLINE/VUGGY,3.0,1.0,,42.0,,0.97,,0.0,21.92,1.6400000000000001,550.0,,1.23,1512.0,,225000.0,,336.0,172.2,2.4,,45.0,45.0,91.0,44.17,,,,0.14,,,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,ROD PUMP/ESP/PLUNGER LIFT,,GAS CONING CONTROL/PUMP SIZE OPTIMIZATION/RE-COMPLETION/RE-PERFORATION/SELECTIVE PERFORATION/STEP-OUT DEVELOPMENT DRILLING/WATER CONING CONTROL/WATER PLUGGING/WAX REMOVAL
ALBUSKJELL,TOR-EKOFISK,1P ,NORWAY,EUROPE,NORTH SEA CENTRAL,56.634,2.9973,GAS-CONDENSATE,1998.0,ABANDONED,,27.0,24.00,,200.0,1998.0,4095.0,,1981.0,68910.0,OFFSHORE,230.0,280.0,10500.0,7252.0,10500.0,,,GAS DRIVE,1151:SALT-DIAPIR ANTICLINE,9842.0,10072.0,8.0,1080.0,PALEOGENE/CRETACEOUS,14:FORESLOPE-BASIN,LABYRINTH,TIGHT CARBONATE,NON-FRACTURED ZONE,984.0,,0.9,,CARBONATES,,COCCOLITH,TYPE III,MICROPOROSITY,21.0,1.0,,48.0,0.7,,,0.2,,0.0,,160.0,,,,,35.0,223.0,161.0,,0.0,,,45.0,,45.15,,,,,,,,STIMULATION,,ACIDIZATION,,,,
ALGYO,LOWER PANNONIAN (AP-13),1P ,HUNGARY,EUROPE,PANNONIAN,46.2667,20.2289,OIL,2005.0,SECONDARY RECOVERY,DECLINE,,,,20.0,2005.0,1674.0,58.8,1996.0,3524.0,ONSHORE,-500.0,250.0,,3656.0,,2005.0,2316.0,GAS DRIVE,1162:BURIED-PALEORELIEF COMPACTION ANTICLINE,8005.0,7513.0,3.0,230.0,NEOGENE,23:LACUSTRINE,LAYER-CAKE,SHALE,NONE,230.0,108.1,0.47,9.14,SANDSTONE,MEDIUM-GRAINED SAND,,,PRIMARY INTERGRANULAR,18.0,13.5,,29.8,,0.84,16.07,0.0,,0.0,544.0,,1.32,,,5800.0,45.0,57.5,17.0,4.0,,,40.5,,30.95,,23.0,0.22,,1985,TWO-SIDE WATER INJECTION,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,HYDRAULIC FRACTURING (SINGLE STAGE),,GAS LIFT,,PROFILE MODIFICATION/SIDETRACKING
ALGYO,UPPER PANNONIAN,1P ,HUNGARY,EUROPE,PANNONIAN,46.2667,20.2289,OIL,2004.0,SECONDARY RECOVERY,DECLINE,,340.00,,140.0,2004.0,11477.0,,1975.0,73223.0,ONSHORE,-500.0,208.0,,2828.0,,,,GAS DRIVE,1162:BURIED-PALEORELIEF COMPACTION ANTICLINE,5840.0,5348.0,3.0,279.0,NEOGENE,23:LACUSTRINE,LAYER-CAKE,SHALE,NONE,1300.0,,,,SANDSTONE,MEDIUM-GRAINED SAND,,,PRIMARY INTERGRANULAR,25.0,280.0,,41.0,,0.7,400.0,0.0,,0.0,482.0,,1.32,,,5000.0,37.0,1592.0,896.0,151.0,352.0,10.0,41.95,77.0,25.95,68.19,29.0,0.04,,1969-12,TWO-SIDE WATER INJECTION,,,DRILLING/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,,,GAS LIFT,,PROFILE MODIFICATION/SIDETRACKING/WATER PLUGGING
ALIBEKMOLA,KT-I,1P ,KAZAKHSTAN,FORMER SOVIET UNION,CASPIAN NORTH,48.474,57.6667,OIL,2004.0,DEVELOPING,DEVELOPING,,10.00,8.0,0.0,2008.0,,,2004.0,,ONSHORE,-750.0,100.0,6560.0,2828.0,6560.0,,,AQUIFER DRIVE,123:THRUST FAULT,5780.0,5230.0,10.0,564.0,CARBONIFEROUS,12:HIGH-ENERGY CARBONATE SAND,JIGSAW-PUZZLE,NONE,LATERAL FACIES CHANGE,1700.0,136.0,0.08,32.0,CARBONATES,PACKSTONE/GRAINSTONE,ALGAE/FORAMINIFERA,TYPE IV,INTERPARTICLE,10.0,20.0,24.7,30.0,,20.0,1.0,14.0,,0.0,400.0,,,,,110000.0,20.0,41.0,,,,,30.0,,,,,,,2004-07,CONTINUOUS WATER INJECTION,,,,,,,,,
ALIBEKMOLA,KT-II,1P ,KAZAKHSTAN,FORMER SOVIET UNION,CASPIAN NORTH,48.474,57.6667,OIL,2004.0,DEVELOPING,DEVELOPING,,10.00,8.0,0.0,2008.0,15600.0,,2004.0,,ONSHORE,-750.0,145.0,10660.0,4930.0,10660.0,,,GAS DRIVE,123:THRUST FAULT,9480.0,8730.0,10.0,2165.0,CARBONIFEROUS,12:HIGH-ENERGY CARBONATE SAND,JIGSAW-PUZZLE,NONE,LATERAL FACIES CHANGE,607.0,109.26,0.18,32.92,CARBONATES,PACKSTONE/GRAINSTONE/BOUNDSTONE,ALGAE/FORAMINIFERA,TYPE IV,INTERPARTICLE,10.0,20.0,24.7,37.0,0.88,4.0,5.0,7.5,55.0,3.6,1340.0,8.0,,4060.0,7.0,120000.0,27.0,337.0,101.0,,,,30.0,,1.48,,,,,2004-07,CONTINUOUS WATER INJECTION,,,STIMULATION,,176_Net/gross ratio (average),,,,
ALPINE,ALPINE SANDSTONE,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,NORTH SLOPE,70.3266,-150.892,OIL,2008.0,ENHANCED OIL RECOVERY,DECLINE,,51.00,49.0,135.0,2008.0,68002.0,20.0,2005.0,119992.0,ONSHORE,0.0,160.0,,3215.0,,,,GAS DRIVE,2231:ONLAP ONTO REGIONAL UNCONFORMITY,6600.0,6600.0,2.0,1000.0,JURASSIC,24:COASTAL,LAYER-CAKE,NONE,RESERVOIR BODY BOUNDARY,50.0,48.0,0.95,14.63,SANDSTONE,VERY FINE-GRAINED SAND/FINE-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,20.0,15.0,19.0,39.0,,0.45,33.33,0.3,,0.0,769.0,,,2454.0,30.0,,19.0,1000.0,449.0,,,,45.0,,28.2,,,,,,,,MISCIBLE,DRILLING,HORIZONTAL WELL,,,,,
ALRAR,F3,1P ,ALGERIA,AFRICA,ILLIZI (GHADAMES),28.7,9.75,GAS-CONDENSATE,2003.0,SECONDARY RECOVERY,DECLINE,100.0,80.00,32.0,2220.0,2003.0,88180.0,,,,ONSHORE,-2300.0,266.0,6391.0,3328.0,6391.0,2005.0,2999.0,GAS DRIVE,2112:LATERAL DEPOSITIONAL PINCH-OUT,8022.0,5725.0,0.5,700.0,DEVONIAN,24:COASTAL,LAYER-CAKE,NONE,LATERAL FACIES CHANGE/LATERAL SHALE-OUT,122.0,98.0,0.8,18.29,SANDSTONE,MEDIUM-GRAINED SAND,,,PRIMARY INTERGRANULAR,11.0,54.0,,0.0,0.87,0.36,,0.0,75.0,10.6,1113.0,50.0,1.75,,,,21.0,1958.0,,,2600.0,,2.5,51.0,,22.2,,,,1984,GAS RECYCLING,,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL,ACIDIZATION,,,,GAS CONING CONTROL/WATER CONING CONTROL
ALTAMONT-BLUEBELL,GREEN RIVER AND COLTON/WASATCH,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,UINTA,40.3,-110.21,OIL,2012.0,ENHANCED OIL RECOVERY,PRIMARY REJUVENATING,792.0,,465.0,160.0,2012.0,16555.0,79.5,1975.0,61190.0,ONSHORE,-6000.0,200.0,4000.0,4000.0,5000.0,,,GAS DRIVE,2112:LATERAL DEPOSITIONAL PINCH-OUT,8000.0,2000.0,3.0,5000.0,PALEOGENE,23:LACUSTRINE,LAYER-CAKE,SHALE,LATERAL SHALE-OUT/NON-FRACTURED ZONE,8000.0,,,175.26,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,QUARTZ ARENITE,TYPE II,PRIMARY INTERGRANULAR,5.0,0.1,,40.0,0.8,,,22.1,,0.0,1000.0,,1.47,3200.0,95.0,25000.0,,3200.0,385.0,,,,12.0,,9.74,,23.0,0.01,0.83,,,1988,OTHER,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,ACIDIZATION/HYDRAULIC FRACTURING (MULTI-STAGE)/ACID FRACTURING/SCALE INHIBITOR TREATMENT,,ROD PUMP/ESP/HYDRAULIC JET PUMP,,CORROSION INHIBITOR TREATMENT/RE-COMPLETION/RE-PERFORATION
ALWYN NORTH,BRENT,1P ,UNITED KINGDOM,EUROPE,NORTH SEA NORTHERN,60.7833,1.7333,OIL,2008.0,ENHANCED OIL RECOVERY,MATURE,70.0,17.00,,120.0,2008.0,6188.0,64.7,1990.0,94318.0,OFFSHORE,413.0,234.0,10492.0,6527.0,10492.0,1999.0,4888.0,GAS DRIVE,2212:PALEOSTRUCTURAL SUBCROP,9790.0,10203.0,11.0,397.0,JURASSIC,24:COASTAL,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALE,NONE,900.0,774.0,0.86,,SANDSTONE,MEDIUM-GRAINED SAND,SUBARKOSE,,PRIMARY INTERGRANULAR,18.0,600.0,,87.0,,0.29,2000.0,0.5,,0.0,1400.0,,1.8,3698.0,,30000.0,21.0,600.0,290.0,7.5,,,48.3,,47.08,,53.0,0.07,26.4,1988-02,CONTINUOUS WATER INJECTION,1999-10,MISCIBLE,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,SCALE INHIBITOR TREATMENT,MODIFICATION IN INJECTION PATTERN,GAS LIFT,,COILED TUBING TREATMENT/DEPRESSURIZATION/RE-PERFORATION/SIDETRACKING
ALWYN NORTH,LUNDE,1P ,UNITED KINGDOM,EUROPE,NORTH SEA NORTHERN,60.7833,1.7333,GAS-CONDENSATE,2001.0,PRIMARY RECOVERY,MATURE,,19.00,8.0,250.0,2001.0,27671.0,,2000.0,,OFFSHORE,413.0,266.0,,7977.0,,,,GAS DRIVE,2212:PALEOSTRUCTURAL SUBCROP,11201.0,11614.0,11.0,2600.0,TRIASSIC,21:FLUVIAL,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALE,NONE,2789.0,362.57,0.13,,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,ARKOSE,,PRIMARY INTERGRANULAR,15.0,6.0,,47.0,,,,0.0,,0.0,2886.0,,,,,,,550.0,150.0,,,,27.0,27.0,,4.87,,,,,,,,DRILLING/STIMULATION,HORIZONTAL WELL,HYDRAULIC FRACTURING (SINGLE STAGE),,,,
ALWYN NORTH,STATFJORD,1P ,UNITED KINGDOM,EUROPE,NORTH SEA NORTHERN,60.7833,1.7333,GAS-CONDENSATE,2006.0,PRIMARY RECOVERY,MATURE,,12.00,12.0,160.0,2006.0,16003.0,,1993.0,48676.0,OFFSHORE,413.0,248.0,10600.0,7194.0,10600.0,,,GAS DRIVE,2212:PALEOSTRUCTURAL SUBCROP,10545.0,10958.0,11.0,787.0,JURASSIC/TRIASSIC,21:FLUVIAL,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALE,NONE,869.0,564.85,0.65,,SANDSTONE,MEDIUM-GRAINED SAND,ARKOSE,,PRIMARY INTERGRANULAR,13.5,330.0,,47.0,,,,0.0,,0.0,,45.0,,,,50000.0,20.0,295.0,300.0,,,,,79.0,,79.1,,,,,,,,,,,,,,
AMAL,AMAL-MARAGH,1P ,LIBYA,AFRICA,SIRT,29.45,21.16,OIL,1999.0,SECONDARY RECOVERY,MATURE,162.0,,65.0,0.0,1999.0,31489.0,50.0,1970.0,195602.0,ONSHORE,-125.0,,,4675.0,9900.0,,,AQUIFER DRIVE,1212:HORST BLOCK,9655.0,9530.0,2.0,720.0,CRETACEOUS/TRIASSIC/PALEOZOIC,21:FLUVIAL,JIGSAW-PUZZLE,BLOCK-BOUNDING FAULT,NONE,,,0.1,,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,QUARTZ ARENITE,TYPE II,PRIMARY INTERGRANULAR,14.0,1.0,,36.0,,,,0.18,,0.0,444.0,,,2165.0,65.0,137000.0,,5000.0,1150.0,247.0,,23.0,23.0,,18.06,,41.0,0.0,7.0,2004,CONTINUOUS WATER INJECTION,,,DRILLING/STIMULATION,INFILL WELL,SCALE INHIBITOR TREATMENT,,,,
AMHERSTIA-IMMORTELLE,UNNAMED,1P ,TRINIDAD AND TOBAGO,LATIN AMERICA,EASTERN VENEZUELA,10.0475,-60.4525,GAS,2005.0,PRIMARY RECOVERY,DECLINE,,18.00,15.0,0.0,2005.0,4253.0,,1999.0,,OFFSHORE,235.0,173.0,9347.0,4159.0,9347.0,,,AQUIFER DRIVE,1211:TILTED FAULT-BLOCK,4465.0,4700.0,24.0,,NEOGENE,24:COASTAL,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALE,NONE,,,0.63,,SANDSTONE,FINE-GRAINED SAND,,,PRIMARY INTERGRANULAR,26.0,170.0,,0.0,0.68,,,0.0,,0.0,530.0,14.0,,,,,20.0,633.0,450.0,,,,13.0,62.0,,34.21,,,,,,,,,,,,,,
AMPOSTA MARINO,MONTSIA,1P ,SPAIN,EUROPE,GULF OF VALENCIA,40.3864,0.7173,OIL,1989.0,ABANDONED,,,6.00,,100.0,1988.0,727.0,,1975.0,36000.0,OFFSHORE,200.0,261.0,6562.0,2830.0,6365.0,,2773.0,AQUIFER DRIVE,2212:PALEOSTRUCTURAL SUBCROP,5312.0,5512.0,20.0,853.0,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,JIGSAW-PUZZLE,NONE,NON-KARSTIC ZONE/SEALING FAULT,1970.0,,,149.96,CARBONATES,WACKESTONE/PACKSTONE,PELOID,TYPE II,FRACTURE/CAVERNOUS,2.0,1.0,,17.4,,6.15,0.16,14.5,,70.0,345.0,,1.2,1770.0,65.0,11000.0,,110.0,55.6,0.0,,,51.0,,50.55,,,,9.27,1984,GAS INJECTION,,,,,,,,,
ANASAZI,PARADOX (DESERT CREEK),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,PARADOX,37.0789,-109.2333,OIL,2002.0,PRIMARY RECOVERY,MATURE,4.0,4.00,3.0,40.0,2002.0,106.0,0.0,1991.0,1309.0,ONSHORE,-4790.0,138.0,987.0,1945.0,987.0,1996.0,250.0,GAS DRIVE,2121:ORGANIC BUILDUP,5531.0,741.0,3.5,110.0,CARBONIFEROUS,13:ORGANIC BUILDUP,JIGSAW-PUZZLE,TIGHT CARBONATE/EVAPORITE,LATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE,80.0,46.0,0.57,14.02,CARBONATES,GRAINSTONE/BAFFLESTONE,PHYLLOID ALGAE,,SHELTER,14.1,15.0,,41.0,0.81,0.95,200.0,0.0,20.2,2.6999999999999997,364.0,,1.2,1023.0,,175000.0,15.0,10.96,2.55,0.51,,23.3,23.3,,18.61,,,,0.64,,,,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION,,,,SELECTIVE PERFORATION
ANASTAS-TROIT,UNIT IV,1P ,RUSSIAN FEDERATION,FORMER SOVIET UNION,AZOV-KUBAN,44.58,38.27,OIL,2001.0,SECONDARY RECOVERY,MATURE,,1200.00,,8.0,2001.0,11000.0,40.0,1976.0,87000.0,ONSHORE,-72.0,130.0,4462.0,2292.0,4462.0,2001.0,2190.0,AQUIFER DRIVE,1152:SHALE-DIAPIR ANTICLINE,4534.0,4462.0,12.0,568.0,NEOGENE,24:COASTAL,LAYER-CAKE,PALEO-HIGH OR INTRUSIVE MASS/SHALE,NONE,230.0,195.5,0.85,48.77,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,SUBLITHARENITE,,PRIMARY INTERGRANULAR,25.0,40.0,,29.0,0.67,5.0,8.0,16.33,,8.0,340.0,33.0,,2200.0,,47000.0,23.0,1910.0,,,,,57.0,,51.06,19.27,,,,1981,CONTINUOUS WATER INJECTION,,,DRILLING,INFILL WELL,,,,,
ANDREW,LISTA (ANDREW SANDSTONE),1P ,UNITED KINGDOM,EUROPE,NORTH SEA CENTRAL,58.0479,1.4208,OIL,2010.0,SECONDARY RECOVERY,DECLINE,19.0,18.00,,180.0,2010.0,7466.0,90.4,1999.0,69560.0,OFFSHORE,377.0,230.0,8189.0,3698.0,8189.0,1999.0,3477.0,AQUIFER DRIVE,1151:SALT-DIAPIR ANTICLINE,7595.0,7972.0,4.0,407.0,PALEOGENE,25:DEEP MARINE,LAYER-CAKE,SHALE,SEALING FAULT,541.0,492.0,0.91,,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,SUBARKOSE,,PRIMARY INTERGRANULAR,20.0,200.0,,40.0,,0.29,666.66,0.0,85.66,1.1,808.0,,1.52,,,,27.0,364.33,215.8,9.0,,,55.6,83.0,52.7,,55.0,0.05,9.72,1997,GAS RECYCLING,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/SAND CONTROL/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,HYDRAULIC FRACTURING (SINGLE STAGE),,GAS LIFT,SLOTTED LINER/PRESSURE DRAWDOWN CONTROL/ORIENTED PERFORATION,COILED TUBING TREATMENT/FLOWING RATE CONTROL/GAS CONING CONTROL/SELECTIVE PERFORATION/SIDETRACKING/WATER CONING CONTROL
ANETH,PARADOX (DESERT CREEK),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,PARADOX,37.3038,-109.2469,OIL,2008.0,ENHANCED OIL RECOVERY,MATURE,1050.0,535.00,430.0,0.0,2008.0,8968.0,,1961.0,71712.0,ONSHORE,-4750.0,122.0,930.0,2170.0,930.0,1998.0,2700.0,GAS DRIVE,2121:ORGANIC BUILDUP,5470.0,720.0,2.0,260.0,CARBONIFEROUS,13:ORGANIC BUILDUP,JIGSAW-PUZZLE,TIGHT CARBONATE,LATERAL FACIES CHANGE,180.0,81.0,0.45,15.24,CARBONATES,PACKSTONE/GRAINSTONE/BAFFLESTONE,PHYLLOID ALGAE,,MOLDIC/SHELTER,10.0,15.0,2.6,41.0,,0.53,28.3,0.2,10.8,0.0,660.0,,1.35,1739.0,10.0,150000.0,23.3,1440.0,585.0,141.0,,16.0,41.0,,30.83,,,,,1962-02,CONTINUOUS WATER INJECTION,1998,MISCIBLE,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL/MULTI-LATERAL WELL,ACIDIZATION,MODIFICATION IN INJECTION PATTERN,ROD PUMP,,PUMP SIZE OPTIMIZATION/RE-COMPLETION
