1_Field name,2_Reservoir unit,5_Resource uncertainty,8_Country,10_Region,11_Basin name,15_Latitude,16_Longitude,18_Hydrocarbon type (main),32_Current status year,33_Current reservoir status,34_Current production stage,35_Well count (total all wells),38_Well count (total producer),46_Well count (current active producer),52_Well spacing (average) (ac),58_Production year (current),62_Production rate (current oil equivalent) (BOEPD),65_Water-cut (current) (%),66_Production year (peak),70_Production rate (peak oil equivalent) (BOEPD),72_Onshore or offshore,73_Water_Depth (ft),75_Temperature (original) (deg. F),76_Temperature depth (ft TVDSS),77_Pressure (original) (psi),78_Pressure depth (ft TVDSS),80_Pressure year (current),81_Pressure (current) (psi),82_Drive mechanism (main),111_Trapping mechanism (main),116_Depth to top reservoir (ft TVD),117_Reservoir top subsea depth (ft TVDSS),118_Structural flank dip (average) (deg.),135_Hydrocarbon column height (original total) (ft),149_Reservoir period,153_Depositional system (main),161_Reservoir architecture (main),163_Fluid flow restriction (macro-scale),164_Fluid flow restriction (meso-scale),170_Gross reservoir thickness (average) (ft),173_Net reservoir thickness (average) (ft),176_Net/gross ratio (average),179_Net pay (average) (m),182_Reservoir lithology (main),184_Grain_Size_Texture,189_Composition,199_Fracture reservoir type,200_Porosity type (main),204_Porosity (matrix average) (%),210_Permeability (air average) (mD),213_Permeability (well test average) (mD),218_API gravity (average) (deg. API),222_Specific gravity (gas average),225_Viscosity (oil average) (cp),230_Mobility index (average) (mD/cp),236_Oil_impurities (average),242_Methane (average) (%),243_Gas_impurities (average),252_GOR (initial average) (SCF/STB),255_Condensate yield (initial average) (BC/MMCFG),258_FVF (oil average) (RB/STB),263_Bubble point pressure (average) (psi),266_Pour point temperature (average) (deg. F),273_Formation water salinity (average) (mg/L),276_Water saturation (initial average) (%),293_Original in-place oil equivalent (MMBOE),300_EUR oil equivalent (MMBOE),301_Remaining EUR oil (MMBO),302_Remaining EUR gas (BCFG),304_Recovery factor (primary oil) (%),307_Recovery factor (ultimate oil) (%),308_Recovery factor (ultimate gas) (%),310_Recovery to date (of in-place oil) (%),311_Recovery to date (of in-place gas) (%),313_Recovery (best-fit ultimate oil) (%),314_Reservoir performance index (decimal fraction),315_EUR oil per production well (MMBO),319_Secondary recovery start date,320_Secondary recovery methods,324_EOR start date,325_EOR methods,333_Improved recovery methods (other),334_Improved recovery methods (drilling),335_Improved recovery methods (stimulation),336_Improved recovery methods (water injection optimization),337_Improved recovery methods (artificial lift),338_Improved recovery methods (sand control),339_Improved recovery methods (other reservoir management)
MIRANGA,MARFIM-POJUCA,1P ,BRAZIL,LATIN AMERICA,RECONCAVO,-12.3597,-38.1984,OIL,2001.0,SECONDARY RECOVERY,MATURE,,435.00,435.0,30.0,2001.0,3450.0,,1966.0,42000.0,ONSHORE,-490.0,160.0,3540.0,2630.0,6070.0,,,GAS DRIVE,1152:SHALE-DIAPIR ANTICLINE,2230.0,1740.0,5.0,,CRETACEOUS,23:LACUSTRINE,LABYRINTH,BLOCK-BOUNDING FAULT/SHALE,LATERAL SHALE-OUT/SEALING FAULT,,,0.45,,SANDSTONE,VERY FINE-GRAINED SAND/FINE-GRAINED SAND,LITHIC ARKOSE,,SECONDARY INTERGRANULAR,21.0,100.0,,40.0,1.1,0.95,105.26,0.1,,0.0,360.0,,,1240.0,90.0,,,675.0,,,,,,,34.41,,,,,1973,CONTINUOUS WATER INJECTION/GAS INJECTION,,,ARTIFICIAL LIFT,INFILL WELL,,,ESP/GAS LIFT,,
MISKAR,ABIOD,1P ,TUNISIA,AFRICA,PELAGIAN,34.3856,11.8944,GAS,2002.0,PRIMARY RECOVERY,PEAK OR PLATEAU,,6.00,6.0,240.0,2002.0,,,,,OFFSHORE,203.0,320.0,10007.0,6000.0,10007.0,,,GAS DRIVE,1212:HORST BLOCK,9213.0,9416.0,3.0,614.0,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALE,NONE,226.0,194.36,0.86,58.83,CARBONATES,WACKESTONE/PACKSTONE,COCCOLITH,,MICROPOROSITY,25.0,1.0,,0.0,,,,0.0,,29.48,,20.0,,,,,15.0,,,,,,,40.0,,,,,,,,,,DRILLING/STIMULATION,INFILL WELL/EXTENDED REACH WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,,,
MISKAR,ALEG (BIRENO),1P ,TUNISIA,AFRICA,PELAGIAN,34.3856,11.8944,GAS-CONDENSATE,2002.0,PRIMARY RECOVERY,PEAK OR PLATEAU,,1.00,1.0,0.0,2002.0,,,,,OFFSHORE,203.0,320.0,10007.0,6000.0,10007.0,,,GAS DRIVE,1212:HORST BLOCK,10702.0,10905.0,,,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALE,NONE,128.0,49.92,0.39,14.94,CARBONATES,WACKESTONE/PACKSTONE,CALCISPHERE/PELOID,,MICROPOROSITY,13.0,0.1,,0.0,,,,0.0,,29.48,,55.0,,,,,40.0,,,,,,,40.0,,,,,,,,,,DRILLING/STIMULATION,INFILL WELL/EXTENDED REACH WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,,,
MISKAR,ALEG (R1 INFERIOR),1P ,TUNISIA,AFRICA,PELAGIAN,34.3856,11.8944,GAS,2002.0,PRIMARY RECOVERY,PEAK OR PLATEAU,,3.00,3.0,240.0,2002.0,,,,,OFFSHORE,203.0,320.0,10007.0,6000.0,10007.0,,,GAS DRIVE,1212:HORST BLOCK,9967.0,10170.0,,656.0,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALE,LATERAL FACIES CHANGE,85.0,75.0,0.87,22.86,CARBONATES,WACKESTONE/PACKSTONE/GRAINSTONE,RUDIST,,INTERPARTICLE,14.0,5.0,,0.0,,,,0.0,,29.48,,16.0,,,,,10.0,,,,,,,40.0,,,,,,,,,,DRILLING/STIMULATION,INFILL WELL/EXTENDED REACH WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,,,
MISKAR,ALEG (R1 SUPERIOR),1P ,TUNISIA,AFRICA,PELAGIAN,34.3856,11.8944,GAS,2002.0,PRIMARY RECOVERY,PEAK OR PLATEAU,,8.00,8.0,0.0,2002.0,,,,,OFFSHORE,203.0,320.0,10007.0,6000.0,10007.0,,,GAS DRIVE,1212:HORST BLOCK,9721.0,9924.0,,,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALE,NONE,223.0,62.44,0.28,7.92,CARBONATES,MUDSTONE/WACKESTONE/PACKSTONE,CRINOID/FORAMINIFERA,,MICROPOROSITY,11.0,0.1,,0.0,,,,0.0,,29.48,,16.0,,,,,23.0,,,,,,,40.0,,,,,,,,,,DRILLING/STIMULATION,INFILL WELL/EXTENDED REACH WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,,,
MITSUE,GILWOOD SANDSTONE,1P ,CANADA,NORTH AMERICA,WESTERN CANADA,55.1141,-114.4722,OIL,2009.0,ENHANCED OIL RECOVERY,MATURE,700.0,472.00,271.0,320.0,2009.0,4612.0,95.7,1973.0,49741.0,ONSHORE,-2400.0,142.0,3520.0,2620.0,3520.0,1995.0,2500.0,AQUIFER DRIVE,2112:LATERAL DEPOSITIONAL PINCH-OUT,5700.0,3300.0,0.5,305.0,DEVONIAN,24:COASTAL,LABYRINTH,SHALE,LATERAL SHALE-OUT,80.0,33.0,0.4,3.96,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,ARKOSE,,SECONDARY INTRAGRANULAR,20.0,230.0,,41.0,,0.6,325.0,0.0,52.0,5.2,575.0,,1.28,1800.0,,275000.0,36.0,794.0,406.0,14.0,,,51.1,,49.37,,51.0,0.055,0.86,1968,CONTINUOUS WATER INJECTION/GAS INJECTION,1985,MISCIBLE,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,,,WATER PLUGGING
MITTELPLATE,DOGGER (BETA),1P ,GERMANY,EUROPE,NORTHWEST GERMAN,54.013,8.717,OIL,2006.0,SECONDARY RECOVERY,PEAK OR PLATEAU,,27.00,27.0,0.0,2006.0,39400.0,5.0,2006.0,39400.0,ONSHORE-OFFSHORE,5.0,158.0,,,,,,AQUIFER DRIVE,1153:DIAPIRIC PIERCEMENT ANTICLINE,7875.0,7870.0,5.0,1886.0,JURASSIC,24:COASTAL,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALE/TIGHT CLASTICS,NONE,260.0,,,10.06,SANDSTONE,FINE-GRAINED SAND,SUBARKOSE,,PRIMARY INTERGRANULAR,19.0,1000.0,,19.0,,5.0,200.0,0.0,,0.0,,,,,,130000.0,,750.0,270.0,,,,36.0,,16.4,,,,,,CONTINUOUS WATER INJECTION,,,DRILLING/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL/EXTENDED REACH WELL,,,ESP,,SIDETRACKING
MOLVE COMPLEX,TERTIARY BASE (KALINOVAC FIELD),1P ,CROATIA-HUNGARY,EUROPE,PANNONIAN,46.0,17.2214,GAS-CONDENSATE,2006.0,PRIMARY RECOVERY,DECLINE,,,13.0,0.0,2006.0,2106.0,,,,ONSHORE,-394.0,355.0,10761.0,6918.0,11053.0,,,GAS DRIVE,112:TRANSPRESSIONAL ANTICLINE,10564.0,10170.0,,1214.0,JURASSIC/TRIASSIC/PERMIAN/CARBONIFEROUS/DEVONIAN,31:BASEMENT,LAYER-CAKE,NONE,NON-FRACTURED ZONE,130.0,,,,OTHERS,COARSE-GRAINED SAND/CONGLOMERATIC SAND,,TYPE I,FRACTURE,2.0,,,49.0,0.9,,,0.0,,12.64,,100.0,,,48.0,,50.0,,,,,,,,,,,,,,,,,STIMULATION/OTHER RESERVOIR MANAGEMENT,SLIM-HOLE WELL,HYDRAULIC FRACTURING (SINGLE STAGE),,,,ACID WASH
MOLVE COMPLEX,TERTIARY BASE (MOLVE FIELD),1P ,CROATIA-HUNGARY,EUROPE,PANNONIAN,46.0,17.2214,GAS-CONDENSATE,2006.0,PRIMARY RECOVERY,DECLINE,,,23.0,0.0,2006.0,877.0,,,,ONSHORE,-394.0,355.0,10761.0,6962.0,10705.0,,,GAS DRIVE,112:TRANSPRESSIONAL ANTICLINE,10400.0,10006.0,,1083.0,JURASSIC/TRIASSIC/PERMIAN/CARBONIFEROUS/DEVONIAN,31:BASEMENT,LAYER-CAKE,NONE,NON-FRACTURED ZONE,220.0,,,,OTHERS,COARSE-GRAINED SAND/CONGLOMERATIC SAND,,TYPE I,FRACTURE,5.0,,,47.0,0.85,,,0.0,,26.64,,40.0,,,56.0,,,,,,,,,,,,,,,,,,,STIMULATION/OTHER RESERVOIR MANAGEMENT,SLIM-HOLE WELL,HYDRAULIC FRACTURING (SINGLE STAGE),,,,ACID WASH
MOLVE COMPLEX,TERTIARY BASE (STARI GRADAC FIELD),1P ,CROATIA-HUNGARY,EUROPE,PANNONIAN,46.0,17.2214,GAS-CONDENSATE,2006.0,PRIMARY RECOVERY,DECLINE,,,5.0,0.0,2006.0,638.0,,,,ONSHORE,-394.0,389.0,12191.0,7358.0,12191.0,,,GAS DRIVE,112:TRANSPRESSIONAL ANTICLINE,11449.0,11155.0,,1509.0,JURASSIC/TRIASSIC/PERMIAN/CARBONIFEROUS/DEVONIAN,31:BASEMENT,LAYER-CAKE,NONE,NON-FRACTURED ZONE,1510.0,,,,OTHERS,COARSE-GRAINED SAND/CONGLOMERATIC SAND,,TYPE I,FRACTURE,2.0,,,51.0,0.97,,,0.0,,12.64,,150.0,,,50.0,,55.0,107.0,,,,,,,,,,,,,,,,STIMULATION/OTHER RESERVOIR MANAGEMENT,,HYDRAULIC FRACTURING (SINGLE STAGE),,,,ACID WASH
MONTNEY SILTSTONE-SHALE PLAY,MONTNEY,3P ,CANADA,NORTH AMERICA,ALBERTA,55.826,-120.2014,GAS,2012.0,PRIMARY RECOVERY,DEVELOPING,,,1100.0,62.0,2012.0,260563.99,,2012.0,260563.99,ONSHORE,-2300.0,175.0,,2500.0,2700.0,,,GAS DRIVE,252:ORGANIC-RICH SHALE,3300.0,980.0,0.5,,TRIASSIC,24:COASTAL,LAYER-CAKE,SHALE,NONE,,530.0,,161.55,SANDSTONE,SILT,ARKOSE,TYPE II,PRIMARY INTERGRANULAR,7.0,0.28,,0.0,0.65,,1.4,0.0,,1.0,,,,,,,28.0,23670.0,,,,,,,,1.15,,,,,,,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL,HYDRAULIC FRACTURING (SINGLE STAGE)/HYDRAULIC FRACTURING (MULTI-STAGE)/CO2 FRACTURING,,,,COILED TUBING TREATMENT
MOOMBA,NAMUR AND HUTTON,1P ,AUSTRALIA,ASIA-PACIFIC,COOPER,-28.11,140.2,OIL,2010.0,PRIMARY RECOVERY,DECLINE,22.0,,,123.55,2010.0,214.11,98.16,2001.0,3826.66,ONSHORE,-164.04,,,,,,,AQUIFER DRIVE,116:DIFFERENTIAL COMPACTION OR DRAPE ANTICLINE,,,,42.65,CRETACEOUS/JURASSIC,21:FLUVIAL,LAYER-CAKE,NONE,NONE,,,,,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND/COARSE-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,19.0,900.0,,49.91,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,,,,ROD PUMP/ESP/HYDRAULIC JET PUMP,,
MOOMBA,TOOLACHEE AND DARALINGIE,1P ,AUSTRALIA,ASIA-PACIFIC,EROMANGA,-28.11,140.2,GAS,2010.0,PRIMARY RECOVERY,SECONDARY MATURE,140.0,,,138.38,2010.0,10832.0,,2000.0,26020.0,ONSHORE,-164.04,,,3400.0,,,,GAS DRIVE,116:DIFFERENTIAL COMPACTION OR DRAPE ANTICLINE,7513.0,7349.0,1.5,492.13,PERMIAN,21:FLUVIAL,JIGSAW-PUZZLE,SHALE/COAL,LATERAL FACIES CHANGE,534.78,157.48,0.28,13.4,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND/COARSE-GRAINED SAND,SUBLITHARENITE,,MICROPOROSITY/SECONDARY INTERGRANULAR/SECONDARY INTRAGRANULAR,12.0,10.0,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,OTHER,STIMULATION/OTHER RESERVOIR MANAGEMENT,INFILL WELL,HYDRAULIC FRACTURING (SINGLE STAGE),,,,SIDETRACKING/STEP-OUT DEVELOPMENT DRILLING
MOONIE,PRECIPICE SANDSTONE,1P ,AUSTRALIA,ASIA-PACIFIC,SURAT,-27.734,150.21,OIL,2006.0,PRIMARY RECOVERY,MATURE,,38.00,9.0,64.0,2006.0,175.0,98.0,1966.0,9000.0,ONSHORE,-800.0,156.0,4898.0,2517.0,4898.0,1981.0,2424.0,AQUIFER DRIVE,1111:THRUST ANTICLINE,5690.0,4890.0,1.0,66.0,JURASSIC,21:FLUVIAL,LAYER-CAKE,SHALE,NONE,130.0,65.0,0.5,14.94,SANDSTONE,MEDIUM-GRAINED SAND/COARSE-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,18.0,300.0,,44.0,,1.06,283.01,0.0,,0.0,112.0,,1.08,722.0,,2500.0,48.0,59.1,23.73,,,40.0,40.0,,37.61,,,,,,,,,ARTIFICIAL LIFT,INFILL WELL,,,ROD PUMP/ESP/GAS LIFT,,
MORAN,BARAIL,1P ,INDIA,ASIA-PACIFIC,ASSAM,27.129,95.158,OIL,2003.0,SECONDARY RECOVERY,DECLINE,,91.00,52.0,50.0,2003.0,1500.0,50.0,1973.0,15750.0,ONSHORE,-330.0,204.0,11155.0,4930.0,11155.0,1999.0,3190.0,AQUIFER DRIVE,1112:FORELAND ANTICLINE,10830.0,10500.0,2.0,330.0,PALEOGENE,21:FLUVIAL,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALE,LATERAL FACIES CHANGE/LATERAL SHALE-OUT/SEALING FAULT,1476.0,738.0,0.5,,SANDSTONE,MEDIUM-GRAINED SAND,LITHARENITE,,PRIMARY INTERGRANULAR,18.0,70.0,,35.0,,0.3,233.33,12.0,,0.0,,,,,,,32.5,448.0,158.0,,,,35.0,,29.24,,,,,1967,CONTINUOUS WATER INJECTION/GAS RECYCLING,,,DRILLING,INFILL WELL,,,,,
MOXA ARCH-LA BARGE,FRONTIER (BRUFF FIELD),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,GREATER GREEN RIVER,41.6119,-110.2,GAS,2009.0,PRIMARY RECOVERY,DECLINE,436.0,436.00,415.0,240.0,2009.0,15732.0,,1994.0,30739.6,ONSHORE,-6502.0,220.0,,6900.0,,,,GAS DRIVE,1141:BASEMENT-UPLIFT ANTICLINE,11500.0,4998.0,3.0,,CRETACEOUS,24:COASTAL,LAYER-CAKE,SHALE,LATERAL SHALE-OUT,500.0,,,7.62,SANDSTONE,MEDIUM-GRAINED SAND,LITHARENITE,,MICROPOROSITY,13.0,0.06,0.05,47.0,0.55,,,0.0,,0.0,,,,,,,35.0,488.83,219.17,,412.0,,,45.0,,30.79,,,,,,,,DRILLING/STIMULATION,INFILL WELL,HYDRAULIC FRACTURING (SINGLE STAGE),,,,
MOXA ARCH-LA BARGE,FRONTIER (FABIAN DITCH FIELD),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,GREATER GREEN RIVER,41.6119,-110.2,GAS,2009.0,PRIMARY RECOVERY,DECLINE,108.0,107.00,69.0,160.0,2009.0,883.0,,1993.0,9333.0,ONSHORE,-6491.0,210.0,,6625.0,,1977.0,,GAS DRIVE,1141:BASEMENT-UPLIFT ANTICLINE,10205.5,3714.5,3.0,,CRETACEOUS,24:COASTAL,LAYER-CAKE,SHALE,LATERAL SHALE-OUT,500.0,,,7.62,SANDSTONE,MEDIUM-GRAINED SAND,LITHARENITE,,MICROPOROSITY,14.0,0.2,,48.0,,,,0.0,,0.0,,,,,,,,,35.0,,22.0,,,,,,,,,,,,,DRILLING/STIMULATION,INFILL WELL,HYDRAULIC FRACTURING (SINGLE STAGE),,,,
MOXA ARCH-LA BARGE,FRONTIER (FONTENELLE FIELD),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,GREATER GREEN RIVER,41.6119,-110.2,GAS,2009.0,PRIMARY RECOVERY,DECLINE,343.0,313.00,300.0,320.0,2009.0,5634.0,,1998.0,8909.8,ONSHORE,-6815.0,155.0,8902.0,5500.0,2185.0,1977.0,4100.0,GAS DRIVE,1141:BASEMENT-UPLIFT ANTICLINE,9000.0,2185.0,3.0,,CRETACEOUS,24:COASTAL,LAYER-CAKE,SHALE,LATERAL SHALE-OUT,550.0,,,13.72,SANDSTONE,,LITHARENITE,,MICROPOROSITY,14.0,0.33,,46.0,0.6,,,0.0,,0.0,,,,,,6835.0,20.0,281.5,76.67,,137.0,,,27.2,,19.12,,,,,,,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,,,RE-PERFORATION
MOXA ARCH-LA BARGE,FRONTIER (TIP TOP FIELD),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,GREATER GREEN RIVER,41.6119,-110.2,GAS,2003.0,PRIMARY RECOVERY,DECLINE,,103.00,,160.0,2003.0,8473.0,,,,ONSHORE,-7000.0,170.0,,3300.0,,,,GAS DRIVE,1141:BASEMENT-UPLIFT ANTICLINE,8200.0,1200.0,3.0,2200.0,CRETACEOUS,24:COASTAL,LAYER-CAKE,SHALE,LATERAL SHALE-OUT,1100.0,,,27.43,SANDSTONE,MEDIUM-GRAINED SAND,LITHARENITE,,MICROPOROSITY,13.0,0.1,,53.0,0.66,,,0.0,,0.0,,5.0,,,,,,,147.0,,,,,,,,,,,,,,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,INFILL WELL,HYDRAULIC FRACTURING (SINGLE STAGE),,,,HIGH WATER-CUT WELL SHUT-IN
MOXA ARCH-LA BARGE,NUGGET (TIP TOP FIELD),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,GREATER GREEN RIVER,41.6119,-110.2,OIL,1986.0,ABANDONED,DECLINE,,,,160.0,1986.0,,,,,ONSHORE,-7000.0,210.0,,,,,,AQUIFER DRIVE,1141:BASEMENT-UPLIFT ANTICLINE,8800.0,1800.0,,132.0,JURASSIC/TRIASSIC,22:DESERT,LAYER-CAKE,SHALE,LATERAL FACIES CHANGE,520.0,,,25.3,SANDSTONE,VERY FINE-GRAINED SAND/FINE-GRAINED SAND,SUBARKOSE,,PRIMARY INTERGRANULAR,14.0,,8.0,0.0,,,,13.0,,0.0,,,,,5.0,111000.0,,,,,,,,,,,,,,,,,,STIMULATION/OTHER RESERVOIR MANAGEMENT,,HYDRAULIC FRACTURING (SINGLE STAGE),,,,HIGH WATER-CUT WELL SHUT-IN
MUKHAIZNA,GHARIF,1P ,OMAN,MIDDLE EAST,SOUTH OMAN SALT,19.3911,56.4064,OIL,2010.0,ENHANCED OIL RECOVERY,DEVELOPING,387.0,225.00,150.0,3.5,2010.0,95000.0,,2010.0,95000.0,ONSHORE,-470.0,122.0,2900.0,1400.0,2900.0,,,COMPACTION,1173:SALT DISSOLUTION ANTICLINE,2685.0,2215.0,2.0,177.0,PERMIAN/CARBONIFEROUS,21:FLUVIAL,LABYRINTH,STRUCTURAL SADDLE/SHALE,LATERAL FACIES CHANGE,160.0,100.0,0.63,30.48,SANDSTONE,MEDIUM-GRAINED SAND/COARSE-GRAINED SAND,ARKOSE,,PRIMARY INTERGRANULAR,25.0,300.0,,16.0,,2000.0,0.15,0.0,,0.0,20.0,,1.04,254.0,,,30.0,2352.0,1176.0,,,3.5,50.0,,,,,,0.93,,,1987,THERMAL,DRILLING/STIMULATION/ARTIFICIAL LIFT/SAND CONTROL/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL/MULTI-LATERAL WELL,ACIDIZATION,,PCP,SLOTTED LINER/SAND SCREEN,COLD HEAVY OIL PRODUCTION WITH SAND/STEAM INJECTION OPTIMIZATION
MURAVLENKOV,MEGION,1P ,RUSSIAN FEDERATION,FORMER SOVIET UNION,SIBERIAN WESTERN,63.99,74.95,OIL,1994.0,SECONDARY RECOVERY,DECLINE,,1137.00,696.0,63.0,1994.0,95000.0,44.0,1989.0,194000.0,ONSHORE,-310.0,180.0,8825.0,3785.0,8825.0,,,AQUIFER DRIVE,1141:BASEMENT-UPLIFT ANTICLINE,8410.0,8100.0,2.0,260.0,CRETACEOUS,24:COASTAL,LAYER-CAKE,SHALE,LATERAL FACIES CHANGE/LATERAL SHALE-OUT,1476.0,782.28,0.53,31.09,SANDSTONE,VERY FINE-GRAINED SAND/FINE-GRAINED SAND/MEDIUM-GRAINED SAND,ARKOSE,,PRIMARY INTERGRANULAR,18.5,45.0,,34.0,,1.3,34.61,9.25,,0.0,316.0,,,1580.0,,14500.0,41.0,2578.0,714.0,,,,28.0,,21.76,,,,,1985,CONTINUOUS WATER INJECTION,,,STIMULATION/WATER INJECTION OPTIMIZATION,,HYDRAULIC FRACTURING (SINGLE STAGE),MODIFICATION IN INJECTION PATTERN,,,
MURCHISON,BRENT,1P ,NORWAY-UNITED KINGDOM,EUROPE,NORTH SEA NORTHERN,61.3833,1.75,OIL,2006.0,SECONDARY RECOVERY,MATURE,,43.00,22.0,160.0,2006.0,6792.0,,1984.0,114512.0,OFFSHORE,512.0,230.0,9650.0,6300.0,9650.0,,,GAS DRIVE,2212:PALEOSTRUCTURAL SUBCROP,9015.0,9527.0,3.5,579.0,JURASSIC,24:COASTAL,LAYER-CAKE,SHALE/TIGHT CLASTICS,LATERAL FACIES CHANGE/SEALING FAULT,425.0,297.5,0.7,,SANDSTONE,FINE-GRAINED SAND,SUBARKOSE,,PRIMARY INTERGRANULAR,22.0,750.0,,38.0,,0.57,1315.78,0.0,,0.0,524.0,,1.31,1850.0,,14000.0,30.0,874.0,,,,,,,44.74,,43.0,-0.024,,1981-04,CONTINUOUS WATER INJECTION,,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,INFILL WELL,SCALE INHIBITOR TREATMENT,,,,RE-COMPLETION
MUSKWA SHALE PLAY,MUSKWA-OTTER PARK-EVIE,3P ,CANADA,NORTH AMERICA,HORN RIVER,59.526,-122.5121,GAS,2011.0,DEVELOPING,DEVELOPING,250.0,,,200.0,2010.0,25000.0,,2010.0,25000.0,ONSHORE,0.0,170.0,,2755.0,,,,GAS DRIVE,252:ORGANIC-RICH SHALE,6560.0,,3.0,,DEVONIAN,25:DEEP MARINE,LAYER-CAKE,,,570.0,570.0,0.9,155.45,OTHERS,,,,MICROPOROSITY,3.7,0.0,,0.0,,,,0.0,,15.0,,,,,,35.0,,74700.0,13000.0,,,,,17.5,,,,,,,,,,DRILLING/STIMULATION,HORIZONTAL WELL,HYDRAULIC FRACTURING (MULTI-STAGE),,,,
MUSPAC,UNNAMED,1P ,MEXICO,LATIN AMERICA,CHIAPAS-TABASCO,17.4791,-93.3753,GAS-CONDENSATE,2010.0,PRIMARY RECOVERY,DECLINE,31.0,23.00,15.0,51.0,2010.0,4000.0,,1996.0,55109.0,ONSHORE,-1300.0,228.0,8284.0,4495.0,7550.0,1998.0,2847.0,AQUIFER DRIVE,1111:THRUST ANTICLINE,8680.0,7380.0,22.0,2050.0,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,TANK LIKE,SHALE,NONE,486.0,,,,CARBONATES,PACKSTONE/GRAINSTONE,RUDIST,TYPE II,MOLDIC/CAVERNOUS,7.0,70.0,,51.0,,,,0.0,72.6,7.87,8595.0,54.0,,,,50000.0,15.0,883.0,522.0,,871.0,,,76.0,,47.97,,,,,,,,OTHER RESERVOIR MANAGEMENT,,,,,,SELECTIVE PERFORATION/WATER CONING CONTROL
NAFT KHANEH-NAFT SHAHR,KALFUR/JERIBE/ASMARI,1P ,IRAN-IRAQ,MIDDLE EAST,ZAGROS,34.092,45.452,OIL,2004.0,PRIMARY RECOVERY,MATURE,,,6.0,600.0,2004.0,10000.0,,1955.0,22710.0,ONSHORE,-570.0,,,2450.0,,1991.0,1712.0,AQUIFER DRIVE,1112:FORELAND ANTICLINE,2338.0,1768.0,20.0,1082.0,NEOGENE,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,TIGHT CARBONATE/EVAPORITE,NON-FRACTURED ZONE,250.0,197.5,0.79,,CARBONATES,WACKESTONE/PACKSTONE,ALGAE/FORAMINIFERA,TYPE II,INTERPARTICLE,14.0,5.0,,42.0,0.66,2.48,2.01,4.1,,2.0,532.0,,,,14.0,,21.0,911.0,402.0,,,,40.0,88.0,33.93,29.57,,,,,,,,DRILLING/STIMULATION,INFILL WELL,ACIDIZATION,,,,
