1_Field name,2_Reservoir unit,5_Resource uncertainty,8_Country,10_Region,11_Basin name,15_Latitude,16_Longitude,18_Hydrocarbon type (main),32_Current status year,33_Current reservoir status,34_Current production stage,35_Well count (total all wells),38_Well count (total producer),46_Well count (current active producer),52_Well spacing (average) (ac),58_Production year (current),62_Production rate (current oil equivalent) (BOEPD),65_Water-cut (current) (%),66_Production year (peak),70_Production rate (peak oil equivalent) (BOEPD),72_Onshore or offshore,73_Water_Depth (ft),75_Temperature (original) (deg. F),76_Temperature depth (ft TVDSS),77_Pressure (original) (psi),78_Pressure depth (ft TVDSS),80_Pressure year (current),81_Pressure (current) (psi),82_Drive mechanism (main),111_Trapping mechanism (main),116_Depth to top reservoir (ft TVD),117_Reservoir top subsea depth (ft TVDSS),118_Structural flank dip (average) (deg.),135_Hydrocarbon column height (original total) (ft),149_Reservoir period,153_Depositional system (main),161_Reservoir architecture (main),163_Fluid flow restriction (macro-scale),164_Fluid flow restriction (meso-scale),170_Gross reservoir thickness (average) (ft),173_Net reservoir thickness (average) (ft),176_Net/gross ratio (average),179_Net pay (average) (m),182_Reservoir lithology (main),184_Grain_Size_Texture,189_Composition,199_Fracture reservoir type,200_Porosity type (main),204_Porosity (matrix average) (%),210_Permeability (air average) (mD),213_Permeability (well test average) (mD),218_API gravity (average) (deg. API),222_Specific gravity (gas average),225_Viscosity (oil average) (cp),230_Mobility index (average) (mD/cp),236_Oil_impurities (average),242_Methane (average) (%),243_Gas_impurities (average),252_GOR (initial average) (SCF/STB),255_Condensate yield (initial average) (BC/MMCFG),258_FVF (oil average) (RB/STB),263_Bubble point pressure (average) (psi),266_Pour point temperature (average) (deg. F),273_Formation water salinity (average) (mg/L),276_Water saturation (initial average) (%),293_Original in-place oil equivalent (MMBOE),300_EUR oil equivalent (MMBOE),301_Remaining EUR oil (MMBO),302_Remaining EUR gas (BCFG),304_Recovery factor (primary oil) (%),307_Recovery factor (ultimate oil) (%),308_Recovery factor (ultimate gas) (%),310_Recovery to date (of in-place oil) (%),311_Recovery to date (of in-place gas) (%),313_Recovery (best-fit ultimate oil) (%),314_Reservoir performance index (decimal fraction),315_EUR oil per production well (MMBO),319_Secondary recovery start date,320_Secondary recovery methods,324_EOR start date,325_EOR methods,333_Improved recovery methods (other),334_Improved recovery methods (drilling),335_Improved recovery methods (stimulation),336_Improved recovery methods (water injection optimization),337_Improved recovery methods (artificial lift),338_Improved recovery methods (sand control),339_Improved recovery methods (other reservoir management)
CANTARELL,CANTARELL (AKAL),1P ,MEXICO,LATIN AMERICA,CAMPECHE,19.3972,-91.95,OIL,2008,SECONDARY RECOVERY,DECLINE,250,225,189,78,2008,1108513,,2004,2232000,OFFSHORE,130,221,7644,3858,7545,2008,1251,AQUIFER DRIVE,1111:THRUST ANTICLINE,3150,3280,18,7220,CRETACEOUS,14:FORESLOPE-BASIN,LAYER-CAKE,BLOCK-BOUNDING FAULT,NON-FRACTURED ZONE,1000,,,,CARBONATES,BRECCIA,BRECCIA/PELOID,TYPE IV,VUGGY,10,4000,3500,21,,2.6,1538.46,2,,3.22,483,,1.32,2176,-17,90000,17,40194.33,17541,3160,,42,43.5,45,35.05,,,,72,2000-05,GAS INJECTION,,,DRILLING/STIMULATION/ARTIFICIAL LIFT,INFILL WELL/HORIZONTAL WELL,ACIDIZATION,,GAS LIFT,,GAS CONING CONTROL/HIGH GOR WELL SHUT-IN/PROFILE MODIFICATION/WATER CONING CONTROL
CAPTAIN,VALHALL (CAPTAIN SANDSTONE),1P ,UNITED KINGDOM,EUROPE,NORTH SEA CENTRAL,58.2985,-1.761,OIL,2012,SECONDARY RECOVERY,DECLINE,,54,,90,2012,30685,87.7,2004,66035,OFFSHORE,344.49,87,2986,1340,2986,,,AQUIFER DRIVE,1161:FAULT-BLOCK COMPACTION ANTICLINE,2253.94,2598.43,3,400.26,CRETACEOUS,25:DEEP MARINE,LAYER-CAKE/TANK LIKE,STRUCTURAL SADDLE/SHALE,NONE,78.74,262.47,0.95,75,SANDSTONE,FINE-GRAINED SAND,SUBARKOSE,,PRIMARY INTERGRANULAR,31,7000,,20,0.52,88,80,0.71,,0,130,,1.05,1270,,17500,16,1000,330,,,,33,,26.6,,23,0.11,6.1,1997,CONTINUOUS WATER INJECTION,2010,CHEMICAL,DRILLING/ARTIFICIAL LIFT/SAND CONTROL/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,,,ESP/HYDRAULIC SUBMERSIBLE PUMP,GRAVEL PACK/SAND SCREEN/PRE-PACKED SAND SCREEN,SIDETRACKING/STEP-OUT DEVELOPMENT DRILLING
CARABOBO,OFICINA (BITOR BLOCK),2P ,VENEZUELA,LATIN AMERICA,EASTERN VENEZUELA,8.706,-63.2508,OIL,1997,DEVELOPING,DEVELOPING,350,350,265,22,1997,58598,7,2001,79000,ONSHORE,-260,131,2720,1143,2720,,,GAS DRIVE,2231:ONLAP ONTO REGIONAL UNCONFORMITY,2060,1800,3,1100,NEOGENE,21:FLUVIAL,JIGSAW-PUZZLE,SHALE,LATERAL FACIES CHANGE,940,376,0.4,,SANDSTONE,MEDIUM-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,32,9000,14000,8.5,0.71,5500,,3.8,,0,90,,1.06,1040,,,15,24200,2900,2782,,12,12,,0.49,,,,,,,1984,THERMAL,DRILLING/ARTIFICIAL LIFT/SAND CONTROL/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL,,,ROD PUMP/ESP/PCP,GRAVEL PACK/SLOTTED LINER,COILED TUBING TREATMENT/RE-COMPLETION/SIDETRACKING
CARAPEBA,CARAPEBUS,1P ,BRAZIL,LATIN AMERICA,CAMPOS,-22.232,-40.4057,OIL,2001,PRIMARY RECOVERY,DECLINE,80,60,41,100,2001,30392,,1996,48932,OFFSHORE,285,226,9843,4459,9843,2004,1812,AQUIFER DRIVE,1162:BURIED-PALEORELIEF COMPACTION ANTICLINE,9229,9514,2.5,410,CRETACEOUS,25:DEEP MARINE,LAYER-CAKE,SHALE,SEALING FAULT,,,,,OTHERS,CONGLOMERATE,ARKOSE,,PRIMARY INTERGRANULAR,17,300,,25,,50,6,0,,0,140,,1.16,1067,,,40,642,270,163,,,42,,16.67,,,,4.5,,CONTINUOUS WATER INJECTION,,,DRILLING/ARTIFICIAL LIFT/SAND CONTROL/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL,,,ESP,GRAVEL PACK/FRAC PACK,COILED TUBING TREATMENT
CARMOPOLIS,CARMOPOLIS (MURIBECA),1P ,BRAZIL,LATIN AMERICA,SERGIPE-ALAGOAS,-10.6588,-36.9488,OIL,2007,ENHANCED OIL RECOVERY,MATURE,1461,933,570,10,2007,24453,88.3,1989,25966,ONSHORE,-16,122,1800,,,,,AQUIFER DRIVE,1142:BASEMENT-DRAPE ANTICLINE,1786,1770,3.5,820,CRETACEOUS,21:FLUVIAL,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALE/TAR MAT,LATERAL FACIES CHANGE/SEALING FAULT,380,,,100.59,OTHERS,CONGLOMERATE,LITHARENITE,,PRIMARY INTERGRANULAR,15,60,,22,,40,1.5,0,,0,76,,,,59,30000,35,1686,472,72,,,28,,23.72,,29,0,0.51,1968,CONTINUOUS WATER INJECTION,1978,THERMAL/CHEMICAL/OTHER,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL/MULTI-LATERAL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE)/HYDRAULIC FRACTURING (MULTI-STAGE)/ACID FRACTURING,MODIFICATION IN INJECTION PATTERN/SELECTIVE INJECTION,ROD PUMP,,PROFILE MODIFICATION/WATER PLUGGING
CAROLINE (CARDIUM-VIKING),CARDIUM (E POOL),1P ,CANADA,NORTH AMERICA,WESTERN CANADA,51.9278,-114.5405,OIL,2006,ENHANCED OIL RECOVERY,MATURE,,30,,320,2006,250,93,1988,3004,ONSHORE,-3598,173,4335,4188,4335,1987,4100,GAS DRIVE,2112:LATERAL DEPOSITIONAL PINCH-OUT,7900,4000,0.9,550,CRETACEOUS,24:COASTAL,LAYER-CAKE,SHALE,LATERAL FACIES CHANGE,300,7,0.02,2.13,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND/COARSE-GRAINED SAND,LITHARENITE,,PRIMARY INTERGRANULAR,11,20,,42,0.7,0.25,80,0.3,,0,1700,70,1.96,3934,,,15,69,17,,,8,25,,23.19,,,,,,CONTINUOUS WATER INJECTION/GAS RECYCLING,,MISCIBLE,,,,,,,
CAROLINE (CARDIUM-VIKING),VIKING,1P ,CANADA,NORTH AMERICA,WESTERN CANADA,51.9278,-114.5405,OIL,2006,SECONDARY RECOVERY,MATURE,,,,1480,2006,2428,17,1976,4665,ONSHORE,-3598,192,4859,2597,4859,,,GAS DRIVE,2112:LATERAL DEPOSITIONAL PINCH-OUT,7700,4100,0.9,,CRETACEOUS,24:COASTAL,LAYER-CAKE,SHALE,LATERAL FACIES CHANGE/RESERVOIR BODY BOUNDARY,160,10,0.06,3.05,SANDSTONE,COARSE-GRAINED SAND,LITHARENITE,,PRIMARY INTERGRANULAR,9.5,7,,39,0.67,,,0,,2,500,,1.37,,,,30,130,38,,,,11,92,9.7,81.67,,,,,CONTINUOUS WATER INJECTION,,,,,,,,,
CAROLINE (SWAN HILLS),SWAN HILLS (BEAVERHILL LAKE A POOL),1P ,CANADA,NORTH AMERICA,WESTERN CANADA,51.9278,-114.5405,GAS-CONDENSATE,2006,SECONDARY RECOVERY,DECLINE,,16,14,2200,2006,32339.8,,2000,65850,ONSHORE,-3600,216,8872,5319,8872,1999,2612,GAS DRIVE,2121:ORGANIC BUILDUP,11474,7874,1.5,1067,DEVONIAN,13:ORGANIC BUILDUP,TANK LIKE,NONE,NONE,300,129,0.43,18.29,CARBONATES,FLOATSTONE,STROMATOPOROID,,MOLDIC,10,100,,0,1.13,,,0,,43.7,,154,,,,100000,9,367,307,,,,,84,,,,,,,GAS RECYCLING,,,STIMULATION,,ACIDIZATION,,,,
CARPINTERIA,PICO (REPETTIAN STAGE),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,VENTURA,34.3408,-119.5309,OIL,2008,SECONDARY RECOVERY,MATURE,,200,46,5,2008,1358,82,1969,28500,OFFSHORE,165,125,3300,1500,3300,2000,550,AQUIFER DRIVE,1111:THRUST ANTICLINE,1835,2000,28,,NEOGENE,25:DEEP MARINE,LAYER-CAKE,SHALE,LATERAL FACIES CHANGE/SEALING FAULT,2000,1500,0.75,106.68,SANDSTONE,FINE-GRAINED SAND,LITHIC ARKOSE,,PRIMARY INTERGRANULAR,28,550,132,25,0.75,8,68.75,0,,3.4,270,,1.15,1250,,21500,40,521,,,,19,,,20.15,,,,,,GAS RECYCLING,,,DRILLING/ARTIFICIAL LIFT,INFILL WELL/HORIZONTAL WELL/SLIM-HOLE WELL,,,ROD PUMP/PCP/GAS LIFT,,
CARROT CREEK,CARDIUM (CARROT CREEK),1P ,CANADA,NORTH AMERICA,WESTERN CANADA,53.4814,-115.7487,OIL,2009,SECONDARY RECOVERY,MATURE,,,,160,2009,1213,76,1988,4617,ONSHORE,-3050,127,2251,1503,2251,,,GAS DRIVE,2112:LATERAL DEPOSITIONAL PINCH-OUT,5150,2100,0.5,,CRETACEOUS,24:COASTAL,JIGSAW-PUZZLE,NONE,LATERAL FACIES CHANGE,300,30,0.1,4.57,OTHERS,CONGLOMERATE,,,PRIMARY INTERGRANULAR,9,15,,34,,,,0,,0,365,,1.2,,,,14,155,24.7,2.4,,9.6,15.9,,14.39,,32,-0.04,,1981-11,CONTINUOUS WATER INJECTION/GAS INJECTION,,,DRILLING,HORIZONTAL WELL,,,,,
CARTHAGE,COTTON VALLEY SANDSTONE,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,32.1988,-94.2574,GAS,2011,PRIMARY RECOVERY,PRIMARY REJUVENATING,,1900,,80,2011,58160,,2008,95900,ONSHORE,-250,240,8990,5200,,1993,4500,GAS DRIVE,2112:LATERAL DEPOSITIONAL PINCH-OUT,8200,7950,1,,JURASSIC,24:COASTAL,LAYER-CAKE,SHALE,LATERAL FACIES CHANGE/LATERAL SHALE-OUT,1200,900,0.75,45.72,SANDSTONE,VERY FINE-GRAINED SAND/FINE-GRAINED SAND,SUBARKOSE,,PRIMARY INTERGRANULAR,7,0.04,,50,0.68,,,0,85,1.6,,,,,,,50,,866,,691,,,,,,,,,,,,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE)/HYDRAULIC FRACTURING (MULTI-STAGE),,,,CORROSION INHIBITOR TREATMENT/STEP-OUT DEVELOPMENT DRILLING
CARTHAGE,LOWER PETTET (SLIGO),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,32.1988,-94.2574,GAS,2011,PRIMARY RECOVERY,PRIMARY REJUVENATING,,470,,640,2011,3528,,1951,93023,ONSHORE,-250,209,6431,3265,5750,1996,200,GAS DRIVE,243:CEMENTATION,6150,5900,1,1210,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,SHALE,LATERAL FACIES CHANGE,250,15,0.07,4.57,CARBONATES,GRAINSTONE,OOLITE,,MOLDIC/VUGGY,18,35,,94,0.62,,,0.23,92.5,0,,10,,,,,17,,697,,280,,,,,,,,,,,,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,,,CORROSION INHIBITOR TREATMENT/RE-COMPLETION
CARTHAGE,UPPER PETTET (SLIGO),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,32.1988,-94.2574,GAS,2011,PRIMARY RECOVERY,PRIMARY REJUVENATING,,231,,640,1997,539,,1950,66997,ONSHORE,-250,202,6078,3085,5550,,,GAS DRIVE,243:CEMENTATION,5652,5402,1,631,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,NONE,LATERAL FACIES CHANGE,140,16,0.12,,CARBONATES,GRAINSTONE,OOLITE,,MOLDIC/VUGGY,17,19,,42,0.62,,,0.23,92.5,0,,,,,,,17,,570,,1300,,,,,,,,,,,,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION,,,,CORROSION INHIBITOR TREATMENT
CASABE,COLORADO-MUGROSA-LA PAZ,1P ,COLOMBIA,LATIN AMERICA,MIDDLE MAGDALENA,7.0281,-73.8897,OIL,2010,SECONDARY RECOVERY,SECONDARY REJUVENATING,1120,,,13,2010,18000,80.6,1953,46000,ONSHORE,-250,132,,1760,4110,,,GAS DRIVE,113:INVERSION ANTICLINE,2125,1875,8,1800,NEOGENE/PALEOGENE,21:FLUVIAL,LABYRINTH,BLOCK-BOUNDING FAULT/SHALE,SHALE-FILLED CHANNEL,2600,630,0.24,88.39,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,SUBARKOSE,,PRIMARY INTERGRANULAR,24,295,,20,,32,18,0.7,,0,220,,1.1,1776,,,27,1300,309,11,,17,24,,22.92,,35,0,,1979,CONTINUOUS WATER INJECTION,,,WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT/SAND CONTROL/OTHER RESERVOIR MANAGEMENT,,,MODIFICATION IN INJECTION PATTERN/SELECTIVE INJECTION,ROD PUMP/PCP,GRAVEL PACK/SLOTTED LINER/SAND SCREEN,COILED TUBING TREATMENT/RE-PERFORATION/SAND CLEANING/STEP-OUT DEVELOPMENT DRILLING/WATER PLUGGING
CASABLANCA,UNNAMED,1P ,SPAIN,EUROPE,GULF OF VALENCIA,40.6801,1.353,OIL,2007,PRIMARY RECOVERY,MATURE,21,14,5,60,2007,1664,,1983,43700,OFFSHORE,413,302,8389,3731,8389,,,AQUIFER DRIVE,2212:PALEOSTRUCTURAL SUBCROP,7674,8087,19,880,CRETACEOUS/JURASSIC,11:LOW-ENERGY CARBONATE MUD,LABYRINTH,BLOCK-BOUNDING FAULT/STRUCTURAL SADDLE,NON-FRACTURED ZONE/NON-KARSTIC ZONE,,,,125.88,CARBONATES,WACKESTONE/PACKSTONE,PELOID,TYPE II,FRACTURE/VUGGY,4,10,2000,34,0.96,1.1,9.1,0.22,,0,110,,,400,36,44400,22.7,356,143,,,,40,,40.17,,,,,,,,,DRILLING/STIMULATION/ARTIFICIAL LIFT,HORIZONTAL WELL,ACIDIZATION,,ESP,,
CAT CANYON,MONTEREY,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,SANTA MARIA,34.8393,-120.3255,OIL,2012,SECONDARY RECOVERY,SECONDARY MATURE,,,340,5,2012,1867,94.4,1953,23078,ONSHORE,-1000,175,2000,1400,2000,,,GAS DRIVE,112:TRANSPRESSIONAL ANTICLINE,4000,3000,14,1000,NEOGENE,25:DEEP MARINE,TANK LIKE,BLOCK-BOUNDING FAULT,LATERAL DIAGENETIC CHANGE/NON-FRACTURED ZONE,3200,,,,OTHERS,,,TYPE II,MICROPOROSITY,8.6,1,186,17,,,,4,,0,,,,,,15000,51,,,,,15.6,,,,,,,,1947,CONTINUOUS WATER INJECTION/GAS INJECTION,1963,THERMAL,DRILLING/STIMULATION/ARTIFICIAL LIFT/SAND CONTROL/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION,,ROD PUMP/ESP,GRAVEL PACK/SLOTTED LINER,HIGH WATER-CUT WELL SHUT-IN/RE-COMPLETION/STEP-OUT DEVELOPMENT DRILLING/WATER PLUGGING
CAT CANYON,SISQUOC,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,SANTA MARIA,34.8393,-120.3255,OIL,2012,SECONDARY RECOVERY,SECONDARY MATURE,,,340,5,,,,,,ONSHORE,-1000,79,,1900,3900,,,GAS DRIVE,112:TRANSPRESSIONAL ANTICLINE,100,-900,6,600,NEOGENE,24:COASTAL,JIGSAW-PUZZLE/LAYER-CAKE,SHALE,LATERAL FACIES CHANGE,1000,300,0.3,,SANDSTONE,,,,PRIMARY INTERGRANULAR,30,800,,18,,,,4,,0,,,1.07,1046,,12000,40,,,,,,,,,,,,,1947,CONTINUOUS WATER INJECTION/GAS INJECTION,1963,THERMAL,DRILLING/STIMULATION/ARTIFICIAL LIFT/SAND CONTROL/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION,,ROD PUMP/ESP,GRAVEL PACK/SLOTTED LINER,HIGH WATER-CUT WELL SHUT-IN/RE-COMPLETION/STEP-OUT DEVELOPMENT DRILLING/WATER PLUGGING
CATEDRAL,UNNAMED,1P ,MEXICO,LATIN AMERICA,CHIAPAS-TABASCO,17.4306,-93.3753,GAS-CONDENSATE,2008,PRIMARY RECOVERY,DECLINE,,25,,247,2008,3217,,1998,31070,ONSHORE,-1300,214,6890,4239,6890,1999,3513,AQUIFER DRIVE,1111:THRUST ANTICLINE,7900,6600,33,2070,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,TANK LIKE,BLOCK-BOUNDING FAULT,NONE,760,,,,CARBONATES,PACKSTONE/GRAINSTONE,RUDIST,TYPE II,MOLDIC/CAVERNOUS,6,100,,57,,,,0,,0,,41,,,,,14,299.5,143,,200,,,78.8,,55.9,,,,,,,,OTHER RESERVOIR MANAGEMENT,,,,,,SELECTIVE PERFORATION/SIDETRACKING
CAVE GULCH,LANCE-FORT UNION (CAVE-GULCH SHALLOW UNIT),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,WIND RIVER,42.98,-106.87,GAS,2001,PRIMARY RECOVERY,DECLINE,,31,22,100,2001,3167,,1997,11333,ONSHORE,-6000,124,-300,2652,-300,,,GAS DRIVE,1111:THRUST ANTICLINE,2300,-3700,8,4200,PALEOGENE/CRETACEOUS,21:FLUVIAL,LABYRINTH,BLOCK-BOUNDING FAULT/SHALE,LATERAL SHALE-OUT,4650,1162.5,0.25,167.64,SANDSTONE,VERY FINE-GRAINED SAND/FINE-GRAINED SAND,SUBLITHARENITE,TYPE II,PRIMARY INTERGRANULAR,17,3,,62,0.65,,,0,,0,,,,,,,,,100,,,,,,,,,,,,,,,STIMULATION,,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,,,
CAZAUX,PURBECKIAN SANDSTONE,1P ,FRANCE,EUROPE,AQUITAINE,44.5407,-1.182,OIL,2008,SECONDARY RECOVERY,MATURE,19,14,,0,2006,254,96.8,1966,4715,ONSHORE,-115,234,10070,4583,10400,,,AQUIFER DRIVE,1151:SALT-DIAPIR ANTICLINE,9760,9645,8,430,CRETACEOUS,24:COASTAL,LAYER-CAKE,STRUCTURAL SADDLE,SEALING FAULT,197,131,0.67,39.93,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,,,PRIMARY INTERGRANULAR,12,400,,37.6,,1.2,333.33,0.3,,5.2,170,,1.15,740,73,62000,20,61.3,33.5,0.6,,,54.6,,53.67,,55,0.04,,1963,CONTINUOUS WATER INJECTION,,,DRILLING/ARTIFICIAL LIFT,INFILL WELL,,,ROD PUMP,,
CAZAUX,SERIE MARNEUSE,1P ,FRANCE,EUROPE,AQUITAINE,44.5407,-1.182,OIL,2008,SECONDARY RECOVERY,MATURE,42,27,,60,2006,827,80,1965,8638,ONSHORE,-115,201,8200,3541,8071,1977,2986,AQUIFER DRIVE,1151:SALT-DIAPIR ANTICLINE,7333,7218,6,,CRETACEOUS,25:DEEP MARINE,LABYRINTH,SHALE,LATERAL FACIES CHANGE/LATERAL SHALE-OUT/SEALING FAULT,656,66,0.1,20.12,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND/COARSE-GRAINED SAND,,,PRIMARY INTERGRANULAR,18,200,,34.4,,2,100,0.35,,0,60,,1.08,319,68,35000,20,171.1,56.5,3.2,,,33,,31.15,,36,0.06,,1963,CONTINUOUS WATER INJECTION,,,DRILLING/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL,,,ROD PUMP,,RE-COMPLETION
CAZAUX,SERIE MARNEUSE-PURBECKIAN,1P ,FRANCE,EUROPE,AQUITAINE,44.5407,-1.182,OIL,2008,SECONDARY RECOVERY,MATURE,98,50,17,60,2008,1140,91.2,1966,13168,ONSHORE,-115,201,8200,3541,8071,1977,2986,AQUIFER DRIVE,1151:SALT-DIAPIR ANTICLINE,7333,7218,6,,CRETACEOUS,25:DEEP MARINE,LABYRINTH,BLOCK-BOUNDING FAULT/SHALE,LATERAL SHALE-OUT,853,197,0.23,60.05,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND/COARSE-GRAINED SAND,,,PRIMARY INTERGRANULAR,16,300,,36,,1.6,188,0.33,,0,110,,1.12,319,68,50,20,233,90,3,,15,38.6,,37.34,,39,0.05,1.8,1963,CONTINUOUS WATER INJECTION,,,DRILLING/ARTIFICIAL LIFT,INFILL WELL,,,ROD PUMP,,
CEDAR HILL,FRUITLAND COAL,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,SAN JUAN,36.875,-107.875,GAS,1994,PRIMARY RECOVERY,DECLINE,23,23,23,270,1994,6801,,1993,7415,ONSHORE,-6000,114,-3200,1562,-3200,1988,1000,GAS DRIVE,253:COALBED METHANE,2795,-3205,,,CRETACEOUS,23:LACUSTRINE,LAYER-CAKE,,,400,38,,,OTHERS,,,,,1,,,0,0.61,,,0,,0,,,,,,,96.6,53.3,15.3,,12.3,,,28.8,,24.9,,,,,,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/SAND CONTROL/OTHER RESERVOIR MANAGEMENT,MULTI-LATERAL WELL,HYDRAULIC FRACTURING (SINGLE STAGE),,ROD PUMP,GRAVEL PACK/PRE-PACKED LINER/PRE-PERFORATED LINER/PRE-PACKED SAND SCREEN,DEWATERING/RE-COMPLETION
CEIBA,UNNAMED,1P ,EQUATORIAL GUINEA,AFRICA,RIO MUNI,1.4539,9.1852,OIL,2005,SECONDARY RECOVERY,PEAK OR PLATEAU,,10,10,350,2005,40000,,,,OFFSHORE,2400,205,7644,3493,7644,,,GAS DRIVE,1113:DELTA-TOE ANTICLINE,4572,6972,9,1135,CRETACEOUS,25:DEEP MARINE,LABYRINTH,SHALE,LATERAL SHALE-OUT,770,,,,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND/COARSE-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,26,500,860,31,,,,5,,0,575,,1.35,2875,32,,,,245,,,,,,,,,,,2002,CONTINUOUS WATER INJECTION,,,STIMULATION/SAND CONTROL,,HYDRAULIC FRACTURING (SINGLE STAGE)/SCALE INHIBITOR TREATMENT,,,GRAVEL PACK/FRAC PACK,
CELTIC,SPARKY-G.P.-WASECA,1P ,CANADA,NORTH AMERICA,WESTERN CANADA,53.4172,-109.3625,OIL,2008,ENHANCED OIL RECOVERY,PRIMARY REJUVENATING,,,26,10,2008,14352,,,,ONSHORE,-1886,70,-279,421,-279,,,GAS DRIVE,1173:SALT DISSOLUTION ANTICLINE,1608,-279,0.1,,CRETACEOUS,24:COASTAL,LAYER-CAKE,SHALE/COAL,LATERAL FACIES CHANGE/SHALE-FILLED CHANNEL,150,110,0.73,24.38,SANDSTONE,FINE-GRAINED SAND,SUBLITHARENITE,,PRIMARY INTERGRANULAR,34,7000,,12,,3000,3.5,3.3,,0,5.6,,1.01,,,34000,27,1303,118,47,,6.5,9.1,,5.45,,,,,,,,THERMAL/CHEMICAL,DRILLING/SAND CONTROL,HORIZONTAL WELL,,,,SAND SCREEN,
CENTENARIO,LAJAS,1P ,ARGENTINA,LATIN AMERICA,NEUQUEN,-38.7742,-68.3195,OIL,2012,SECONDARY RECOVERY,MATURE,,,,22.24,2012,3780.18,,1971,12837.5,ONSHORE,-984.25,185,7283.46,3769.82,7283.46,,,AQUIFER DRIVE,1211:TILTED FAULT-BLOCK,6561.68,5577.43,7,1837.27,JURASSIC,21:FLUVIAL,JIGSAW-PUZZLE,BLOCK-BOUNDING FAULT/SHALE,LATERAL FACIES CHANGE/SEALING FAULT,2290.03,1010.5,0.44,,SANDSTONE,VERY FINE-GRAINED SAND/FINE-GRAINED SAND/MEDIUM-GRAINED SAND/COARSE-GRAINED SAND/CONGLOMERATE,LITHIC ARKOSE,,PRIMARY INTERGRANULAR/SECONDARY INTERGRANULAR,12.5,13.98,,45.38,,3,4.66,0,,0,,,,,,160000,,,,10.69,,,34.7,,30.88,,,,,1979,CONTINUOUS WATER INJECTION,,,,,,,,,
CENTENARIO,LOS MOLLES,1P ,ARGENTINA,LATIN AMERICA,NEUQUEN,-38.7742,-68.3195,GAS,2008,PRIMARY RECOVERY,DECLINE,54,54,54,61.78,,7064.41,,,,ONSHORE,-984.25,,,,,,,GAS DRIVE,1211:TILTED FAULT-BLOCK,7545.93,6561.68,14,3608.92,JURASSIC,24:COASTAL,LABYRINTH,BLOCK-BOUNDING FAULT/STRATIFICATION/SHALE,LATERAL SHALE-OUT/SEALING FAULT,1476.38,221.46,0.15,,OTHERS,,QUARTZ ARENITE,,,9.5,0.4,,0,0.6,,,0,94.5,0.9,,,,,,,40,58.9,,,,,,,,50.6,,,,,,,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,INFILL WELL,HYDRAULIC FRACTURING (MULTI-STAGE),,,,COILED TUBING TREATMENT
